split,stem,class_id,class_name,image_path,mask_path,patch_id,center_x,center_y,patch_size,patch_fg_ratio,patch_area_pixels,patch_bbox_area_ratio,image_h,image_w
train,00000155,25,corn,..\dataset\foodseg103-full\train\img\00000155.jpg,..\dataset\foodseg103-full\train\mask\00000155.png,train_00000155_c25_00,65,231,96,0.9592013888888888,17048,0.1366729736328125,384,512
train,00000155,52,lettuce,..\dataset\foodseg103-full\train\img\00000155.jpg,..\dataset\foodseg103-full\train\mask\00000155.png,train_00000155_c52_00,395,87,96,0.6480034722222222,12697,0.15057881673177084,384,512
train,00000155,52,lettuce,..\dataset\foodseg103-full\train\img\00000155.jpg,..\dataset\foodseg103-full\train\mask\00000155.png,train_00000155_c52_01,210,80,96,0.7644314236111112,10105,0.11736043294270833,384,512
train,00000155,60,onion,..\dataset\foodseg103-full\train\img\00000155.jpg,..\dataset\foodseg103-full\train\mask\00000155.png,train_00000155_c60_00,333,231,96,0.8700086805555556,18797,0.2041015625,384,512
train,00000155,60,onion,..\dataset\foodseg103-full\train\img\00000155.jpg,..\dataset\foodseg103-full\train\mask\00000155.png,train_00000155_c60_01,470,184,96,0.7400173611111112,7177,0.05706787109375,384,512
train,00000155,60,onion,..\dataset\foodseg103-full\train\img\00000155.jpg,..\dataset\foodseg103-full\train\mask\00000155.png,train_00000155_c60_02,232,165,96,0.1322699652777778,1219,0.011260986328125,384,512
train,00000155,62,other ingredients,..\dataset\foodseg103-full\train\img\00000155.jpg,..\dataset\foodseg103-full\train\mask\00000155.png,train_00000155_c62_00,159,269,96,0.3841145833333333,3674,0.03570556640625,384,512
train,00000155,73,pork,..\dataset\foodseg103-full\train\img\00000155.jpg,..\dataset\foodseg103-full\train\mask\00000155.png,train_00000155_c73_00,457,293,96,0.9573567708333334,13140,0.0949554443359375,384,512
train,00000155,73,pork,..\dataset\foodseg103-full\train\img\00000155.jpg,..\dataset\foodseg103-full\train\mask\00000155.png,train_00000155_c73_01,314,328,96,0.3254123263888889,3054,0.0299072265625,384,512
train,00000155,74,potato,..\dataset\foodseg103-full\train\img\00000155.jpg,..\dataset\foodseg103-full\train\mask\00000155.png,train_00000155_c74_00,220,335,96,0.2482638888888889,2288,0.015594482421875,384,512
train,00000155,82,sauce,..\dataset\foodseg103-full\train\img\00000155.jpg,..\dataset\foodseg103-full\train\mask\00000155.png,train_00000155_c82_00,104,135,96,0.9146050347222222,15689,0.12184651692708333,384,512
train,00000155,96,tomato,..\dataset\foodseg103-full\train\img\00000155.jpg,..\dataset\foodseg103-full\train\mask\00000155.png,train_00000155_c96_00,231,187,96,0.7296006944444444,30095,0.4456583658854167,384,512
train,00000155,96,tomato,..\dataset\foodseg103-full\train\img\00000155.jpg,..\dataset\foodseg103-full\train\mask\00000155.png,train_00000155_c96_01,416,47,96,0.5221354166666666,5936,0.0601806640625,384,512
train,00000155,96,tomato,..\dataset\foodseg103-full\train\img\00000155.jpg,..\dataset\foodseg103-full\train\mask\00000155.png,train_00000155_c96_02,397,174,96,0.5257161458333334,4875,0.040105183919270836,384,512
train,00000155,96,tomato,..\dataset\foodseg103-full\train\img\00000155.jpg,..\dataset\foodseg103-full\train\mask\00000155.png,train_00000155_c96_03,362,302,96,0.2407769097222222,2219,0.019236246744791668,384,512
train,00000156,10,bread,..\dataset\foodseg103-full\train\img\00000156.jpg,..\dataset\foodseg103-full\train\mask\00000156.png,train_00000156_c10_00,136,53,96,0.7601996527777778,27871,0.336334228515625,384,512
train,00000156,10,bread,..\dataset\foodseg103-full\train\img\00000156.jpg,..\dataset\foodseg103-full\train\mask\00000156.png,train_00000156_c10_01,70,290,96,0.6962890625,12330,0.12692769368489584,384,512
train,00000156,10,bread,..\dataset\foodseg103-full\train\img\00000156.jpg,..\dataset\foodseg103-full\train\mask\00000156.png,train_00000156_c10_02,244,264,96,0.4457465277777778,6123,0.10527547200520833,384,512
train,00000156,19,cheese butter,..\dataset\foodseg103-full\train\img\00000156.jpg,..\dataset\foodseg103-full\train\mask\00000156.png,train_00000156_c19_00,209,246,96,0.447265625,4411,0.05133056640625,384,512
train,00000156,19,cheese butter,..\dataset\foodseg103-full\train\img\00000156.jpg,..\dataset\foodseg103-full\train\mask\00000156.png,train_00000156_c19_01,79,238,96,0.2860243055555556,2744,0.03173828125,384,512
train,00000156,37,french fries,..\dataset\foodseg103-full\train\img\00000156.jpg,..\dataset\foodseg103-full\train\mask\00000156.png,train_00000156_c37_00,407,133,96,0.8020833333333334,18891,0.17376708984375,384,512
train,00000156,68,pepper,..\dataset\foodseg103-full\train\img\00000156.jpg,..\dataset\foodseg103-full\train\mask\00000156.png,train_00000156_c68_00,169,188,96,0.9315321180555556,48153,0.561859130859375,384,512
train,00000156,68,pepper,..\dataset\foodseg103-full\train\img\00000156.jpg,..\dataset\foodseg103-full\train\mask\00000156.png,train_00000156_c68_01,39,357,96,0.21571180555555555,1988,0.017405192057291668,384,512
train,00000156,82,sauce,..\dataset\foodseg103-full\train\img\00000156.jpg,..\dataset\foodseg103-full\train\mask\00000156.png,train_00000156_c82_00,424,259,96,1.0,27032,0.17844645182291666,384,512
train,00000157,11,broccoli,..\dataset\foodseg103-full\train\img\00000157.jpg,..\dataset\foodseg103-full\train\mask\00000157.png,train_00000157_c11_00,320,77,96,0.9890407986111112,19716,0.177276611328125,384,512
train,00000157,11,broccoli,..\dataset\foodseg103-full\train\img\00000157.jpg,..\dataset\foodseg103-full\train\mask\00000157.png,train_00000157_c11_01,102,131,96,0.1566840277777778,1444,0.019022623697916668,384,512
train,00000157,15,carrot,..\dataset\foodseg103-full\train\img\00000157.jpg,..\dataset\foodseg103-full\train\mask\00000157.png,train_00000157_c15_00,78,86,96,0.8113064236111112,12388,0.10103352864583333,384,512
train,00000157,17,cauliflower,..\dataset\foodseg103-full\train\img\00000157.jpg,..\dataset\foodseg103-full\train\mask\00000157.png,train_00000157_c17_00,206,51,96,0.4878472222222222,4662,0.0394287109375,384,512
train,00000157,21,chicken duck,..\dataset\foodseg103-full\train\img\00000157.jpg,..\dataset\foodseg103-full\train\mask\00000157.png,train_00000157_c21_00,293,307,96,0.8358289930555556,31265,0.33880615234375,384,512
train,00000157,21,chicken duck,..\dataset\foodseg103-full\train\img\00000157.jpg,..\dataset\foodseg103-full\train\mask\00000157.png,train_00000157_c21_01,428,90,96,0.4950086805555556,4562,0.037150065104166664,384,512
train,00000157,62,other ingredients,..\dataset\foodseg103-full\train\img\00000157.jpg,..\dataset\foodseg103-full\train\mask\00000157.png,train_00000157_c62_00,241,199,96,0.9937065972222222,58620,0.4625651041666667,384,512
train,00000157,80,rice,..\dataset\foodseg103-full\train\img\00000157.jpg,..\dataset\foodseg103-full\train\mask\00000157.png,train_00000157_c80_00,48,287,96,0.5849609375,17030,0.1839599609375,384,512
train,00000158,10,bread,..\dataset\foodseg103-full\train\img\00000158.jpg,..\dataset\foodseg103-full\train\mask\00000158.png,train_00000158_c10_00,338,170,96,1.0,53044,0.3828837076822917,384,512
train,00000158,52,lettuce,..\dataset\foodseg103-full\train\img\00000158.jpg,..\dataset\foodseg103-full\train\mask\00000158.png,train_00000158_c52_00,115,55,96,0.6586371527777778,22538,0.431549072265625,384,512
train,00000158,52,lettuce,..\dataset\foodseg103-full\train\img\00000158.jpg,..\dataset\foodseg103-full\train\mask\00000158.png,train_00000158_c52_01,248,300,96,0.9575737847222222,15330,0.14545694986979166,384,512
train,00000158,52,lettuce,..\dataset\foodseg103-full\train\img\00000158.jpg,..\dataset\foodseg103-full\train\mask\00000158.png,train_00000158_c52_02,154,67,96,0.5998263888888888,4532,0.032552083333333336,384,512
train,00000158,52,lettuce,..\dataset\foodseg103-full\train\img\00000158.jpg,..\dataset\foodseg103-full\train\mask\00000158.png,train_00000158_c52_03,371,22,96,0.1999782986111111,1146,0.010915120442708334,384,512
train,00000158,52,lettuce,..\dataset\foodseg103-full\train\img\00000158.jpg,..\dataset\foodseg103-full\train\mask\00000158.png,train_00000158_c52_04,66,135,96,0.3743489583333333,864,0.0091552734375,384,512
train,00000158,60,onion,..\dataset\foodseg103-full\train\img\00000158.jpg,..\dataset\foodseg103-full\train\mask\00000158.png,train_00000158_c60_00,148,108,96,0.4180772569444444,11481,0.181976318359375,384,512
train,00000158,91,spring onion,..\dataset\foodseg103-full\train\img\00000158.jpg,..\dataset\foodseg103-full\train\mask\00000158.png,train_00000158_c91_00,417,55,96,0.6435546875,8753,0.19977315266927084,384,512
train,00000158,96,tomato,..\dataset\foodseg103-full\train\img\00000158.jpg,..\dataset\foodseg103-full\train\mask\00000158.png,train_00000158_c96_00,111,202,96,0.9908854166666666,21959,0.1796875,384,512
train,00000159,15,carrot,..\dataset\foodseg103-full\train\img\00000159.jpg,..\dataset\foodseg103-full\train\mask\00000159.png,train_00000159_c15_00,403,216,96,0.2310112847222222,2129,0.0264892578125,384,512
train,00000159,15,carrot,..\dataset\foodseg103-full\train\img\00000159.jpg,..\dataset\foodseg103-full\train\mask\00000159.png,train_00000159_c15_01,350,111,96,0.1781684027777778,1642,0.01409912109375,384,512
train,00000159,21,chicken duck,..\dataset\foodseg103-full\train\img\00000159.jpg,..\dataset\foodseg103-full\train\mask\00000159.png,train_00000159_c21_00,328,211,96,0.8521050347222222,31381,0.3391367594401042,384,512
train,00000159,25,corn,..\dataset\foodseg103-full\train\img\00000159.jpg,..\dataset\foodseg103-full\train\mask\00000159.png,train_00000159_c25_00,145,190,96,0.9501953125,12004,0.09430948893229167,384,512
train,00000159,68,pepper,..\dataset\foodseg103-full\train\img\00000159.jpg,..\dataset\foodseg103-full\train\mask\00000159.png,train_00000159_c68_00,261,146,96,0.6484375,8674,0.106201171875,384,512
train,00000159,74,potato,..\dataset\foodseg103-full\train\img\00000159.jpg,..\dataset\foodseg103-full\train\mask\00000159.png,train_00000159_c74_00,201,107,96,0.3038194444444444,2876,0.0379180908203125,384,512
train,00000159,74,potato,..\dataset\foodseg103-full\train\img\00000159.jpg,..\dataset\foodseg103-full\train\mask\00000159.png,train_00000159_c74_01,272,92,96,0.17176649305555555,768,0.0069427490234375,384,512
train,00000159,74,potato,..\dataset\foodseg103-full\train\img\00000159.jpg,..\dataset\foodseg103-full\train\mask\00000159.png,train_00000159_c74_02,320,87,96,0.12217881944444445,720,0.0057220458984375,384,512
train,00000160,4,avocado,..\dataset\foodseg103-full\train\img\00000160.jpg,..\dataset\foodseg103-full\train\mask\00000160.png,train_00000160_c4_00,104,164,96,0.7112630208333334,7678,0.0606842041015625,384,512
train,00000160,23,cilantro mint,..\dataset\foodseg103-full\train\img\00000160.jpg,..\dataset\foodseg103-full\train\mask\00000160.png,train_00000160_c23_00,278,47,96,0.6157769097222222,8157,0.108642578125,384,512
train,00000160,69,pie,..\dataset\foodseg103-full\train\img\00000160.jpg,..\dataset\foodseg103-full\train\mask\00000160.png,train_00000160_c69_00,147,58,96,0.8049045138888888,11142,0.10518391927083333,384,512
train,00000160,69,pie,..\dataset\foodseg103-full\train\img\00000160.jpg,..\dataset\foodseg103-full\train\mask\00000160.png,train_00000160_c69_01,370,74,96,0.6118706597222222,6668,0.08135986328125,384,512
train,00000160,73,pork,..\dataset\foodseg103-full\train\img\00000160.jpg,..\dataset\foodseg103-full\train\mask\00000160.png,train_00000160_c73_00,251,167,96,1.0,25068,0.1737518310546875,384,512
train,00000160,96,tomato,..\dataset\foodseg103-full\train\img\00000160.jpg,..\dataset\foodseg103-full\train\mask\00000160.png,train_00000160_c96_00,209,284,96,0.6782769097222222,13616,0.11187744140625,384,512
train,00000161,19,cheese butter,..\dataset\foodseg103-full\train\img\00000161.jpg,..\dataset\foodseg103-full\train\mask\00000161.png,train_00000161_c19_00,307,247,96,1.0,30778,0.21399943033854166,384,512
train,00000161,25,corn,..\dataset\foodseg103-full\train\img\00000161.jpg,..\dataset\foodseg103-full\train\mask\00000161.png,train_00000161_c25_00,132,245,96,0.9444444444444444,37898,0.308258056640625,384,512
train,00000161,52,lettuce,..\dataset\foodseg103-full\train\img\00000161.jpg,..\dataset\foodseg103-full\train\mask\00000161.png,train_00000161_c52_00,182,47,96,0.9895833333333334,23396,0.257080078125,384,512
train,00000161,92,steak,..\dataset\foodseg103-full\train\img\00000161.jpg,..\dataset\foodseg103-full\train\mask\00000161.png,train_00000161_c92_00,290,335,96,0.18663194444444445,1729,0.019439697265625,384,512
train,00000161,96,tomato,..\dataset\foodseg103-full\train\img\00000161.jpg,..\dataset\foodseg103-full\train\mask\00000161.png,train_00000161_c96_00,302,78,96,0.9921875,13040,0.08519490559895833,384,512
train,00000162,19,cheese butter,..\dataset\foodseg103-full\train\img\00000162.jpg,..\dataset\foodseg103-full\train\mask\00000162.png,train_00000162_c19_00,204,321,96,0.9969618055555556,13152,0.08074442545572917,384,512
train,00000162,19,cheese butter,..\dataset\foodseg103-full\train\img\00000162.jpg,..\dataset\foodseg103-full\train\mask\00000162.png,train_00000162_c19_01,426,121,96,0.7664930555555556,12958,0.14300537109375,384,512
train,00000162,19,cheese butter,..\dataset\foodseg103-full\train\img\00000162.jpg,..\dataset\foodseg103-full\train\mask\00000162.png,train_00000162_c19_02,98,219,96,0.8759765625,8734,0.06207275390625,384,512
train,00000162,21,chicken duck,..\dataset\foodseg103-full\train\img\00000162.jpg,..\dataset\foodseg103-full\train\mask\00000162.png,train_00000162_c21_00,320,176,96,1.0,59639,0.589324951171875,384,512
train,00000162,80,rice,..\dataset\foodseg103-full\train\img\00000162.jpg,..\dataset\foodseg103-full\train\mask\00000162.png,train_00000162_c80_00,171,97,96,0.5483940972222222,18462,0.22430419921875,384,512
train,00000162,96,tomato,..\dataset\foodseg103-full\train\img\00000162.jpg,..\dataset\foodseg103-full\train\mask\00000162.png,train_00000162_c96_00,137,266,96,0.4587673611111111,17134,0.3235321044921875,384,512
train,00000163,11,broccoli,..\dataset\foodseg103-full\train\img\00000163.jpg,..\dataset\foodseg103-full\train\mask\00000163.png,train_00000163_c11_00,136,55,96,0.7329644097222222,9177,0.2217864990234375,256,256
train,00000163,21,chicken duck,..\dataset\foodseg103-full\train\img\00000163.jpg,..\dataset\foodseg103-full\train\mask\00000163.png,train_00000163_c21_00,170,188,96,0.21712239583333334,1952,0.09393310546875,256,256
train,00000163,21,chicken duck,..\dataset\foodseg103-full\train\img\00000163.jpg,..\dataset\foodseg103-full\train\mask\00000163.png,train_00000163_c21_01,71,147,96,0.2036675347222222,1879,0.076263427734375,256,256
train,00000163,21,chicken duck,..\dataset\foodseg103-full\train\img\00000163.jpg,..\dataset\foodseg103-full\train\mask\00000163.png,train_00000163_c21_02,38,195,96,0.17371961805555555,554,0.0146636962890625,256,256
train,00000163,36,french beans,..\dataset\foodseg103-full\train\img\00000163.jpg,..\dataset\foodseg103-full\train\mask\00000163.png,train_00000163_c36_00,193,120,96,0.4818793402777778,5648,0.2197265625,256,256
train,00000163,60,onion,..\dataset\foodseg103-full\train\img\00000163.jpg,..\dataset\foodseg103-full\train\mask\00000163.png,train_00000163_c60_00,102,181,96,0.3312717013888889,3260,0.1314239501953125,256,256
train,00000163,60,onion,..\dataset\foodseg103-full\train\img\00000163.jpg,..\dataset\foodseg103-full\train\mask\00000163.png,train_00000163_c60_01,171,162,96,0.2911241319444444,2120,0.0645904541015625,256,256
train,00000163,80,rice,..\dataset\foodseg103-full\train\img\00000163.jpg,..\dataset\foodseg103-full\train\mask\00000163.png,train_00000163_c80_00,43,103,96,0.7267795138888888,7000,0.173553466796875,256,256
train,00000163,83,sausage,..\dataset\foodseg103-full\train\img\00000163.jpg,..\dataset\foodseg103-full\train\mask\00000163.png,train_00000163_c83_00,75,192,96,0.3800998263888889,3358,0.10546875,256,256
train,00000163,83,sausage,..\dataset\foodseg103-full\train\img\00000163.jpg,..\dataset\foodseg103-full\train\mask\00000163.png,train_00000163_c83_01,136,226,96,0.2557508680555556,1241,0.029541015625,256,256
train,00000163,83,sausage,..\dataset\foodseg103-full\train\img\00000163.jpg,..\dataset\foodseg103-full\train\mask\00000163.png,train_00000163_c83_02,136,149,96,0.21061197916666666,1140,0.03662109375,256,256
train,00000163,83,sausage,..\dataset\foodseg103-full\train\img\00000163.jpg,..\dataset\foodseg103-full\train\mask\00000163.png,train_00000163_c83_03,174,150,96,0.1443142361111111,409,0.0079345703125,256,256
train,00000164,30,egg,..\dataset\foodseg103-full\train\img\00000164.jpg,..\dataset\foodseg103-full\train\mask\00000164.png,train_00000164_c30_00,209,154,96,0.7185329861111112,6852,0.1618804931640625,256,256
train,00000164,38,fried meat,..\dataset\foodseg103-full\train\img\00000164.jpg,..\dataset\foodseg103-full\train\mask\00000164.png,train_00000164_c38_00,113,210,96,0.3978949652777778,8476,0.301483154296875,256,256
train,00000164,60,onion,..\dataset\foodseg103-full\train\img\00000164.jpg,..\dataset\foodseg103-full\train\mask\00000164.png,train_00000164_c60_00,46,102,96,0.5763888888888888,5312,0.1007080078125,256,256
train,00000164,80,rice,..\dataset\foodseg103-full\train\img\00000164.jpg,..\dataset\foodseg103-full\train\mask\00000164.png,train_00000164_c80_00,111,47,96,0.6839192708333334,6534,0.1575164794921875,256,256
train,00000164,83,sausage,..\dataset\foodseg103-full\train\img\00000164.jpg,..\dataset\foodseg103-full\train\mask\00000164.png,train_00000164_c83_00,68,160,96,0.3078342013888889,3624,0.12542724609375,256,256
train,00000164,86,shiitake,..\dataset\foodseg103-full\train\img\00000164.jpg,..\dataset\foodseg103-full\train\mask\00000164.png,train_00000164_c86_00,142,121,96,0.7251519097222222,7537,0.1933135986328125,256,256
train,00000164,96,tomato,..\dataset\foodseg103-full\train\img\00000164.jpg,..\dataset\foodseg103-full\train\mask\00000164.png,train_00000164_c96_00,196,61,96,0.4071180555555556,3752,0.09869384765625,256,256
train,00000165,8,biscuit,..\dataset\foodseg103-full\train\img\00000165.jpg,..\dataset\foodseg103-full\train\mask\00000165.png,train_00000165_c8_00,487,217,96,1.0,38409,0.23817172897196262,428,640
train,00000165,11,broccoli,..\dataset\foodseg103-full\train\img\00000165.jpg,..\dataset\foodseg103-full\train\mask\00000165.png,train_00000165_c11_00,90,157,96,0.6172960069444444,6192,0.03823014018691589,428,640
train,00000165,15,carrot,..\dataset\foodseg103-full\train\img\00000165.jpg,..\dataset\foodseg103-full\train\mask\00000165.png,train_00000165_c15_00,256,283,96,0.9252387152777778,17868,0.12757009345794393,428,640
train,00000165,36,french beans,..\dataset\foodseg103-full\train\img\00000165.jpg,..\dataset\foodseg103-full\train\mask\00000165.png,train_00000165_c36_00,122,239,96,0.9871961805555556,23856,0.171553738317757,428,640
train,00000165,45,ice cream,..\dataset\foodseg103-full\train\img\00000165.jpg,..\dataset\foodseg103-full\train\mask\00000165.png,train_00000165_c45_00,288,100,96,0.6447482638888888,9277,0.04804322429906542,428,640
train,00000165,68,pepper,..\dataset\foodseg103-full\train\img\00000165.jpg,..\dataset\foodseg103-full\train\mask\00000165.png,train_00000165_c68_00,165,133,96,0.2562934027777778,2362,0.014215829439252337,428,640
train,00000165,96,tomato,..\dataset\foodseg103-full\train\img\00000165.jpg,..\dataset\foodseg103-full\train\mask\00000165.png,train_00000165_c96_00,391,306,96,0.8499348958333334,9521,0.051639164719626166,428,640
train,00000165,96,tomato,..\dataset\foodseg103-full\train\img\00000165.jpg,..\dataset\foodseg103-full\train\mask\00000165.png,train_00000165_c96_01,312,205,96,0.6685112847222222,6556,0.03862441588785047,428,640
train,00000165,96,tomato,..\dataset\foodseg103-full\train\img\00000165.jpg,..\dataset\foodseg103-full\train\mask\00000165.png,train_00000165_c96_02,481,332,96,0.3315972222222222,2317,0.011236857476635513,428,640
train,00000166,69,pie,..\dataset\foodseg103-full\train\img\00000166.jpg,..\dataset\foodseg103-full\train\mask\00000166.png,train_00000166_c69_00,466,183,96,0.7960069444444444,7966,0.062418619791666664,384,512
train,00000166,73,pork,..\dataset\foodseg103-full\train\img\00000166.jpg,..\dataset\foodseg103-full\train\mask\00000166.png,train_00000166_c73_00,233,206,96,1.0,63875,0.5698750813802084,384,512
train,00000166,80,rice,..\dataset\foodseg103-full\train\img\00000166.jpg,..\dataset\foodseg103-full\train\mask\00000166.png,train_00000166_c80_00,345,78,96,0.9820963541666666,27770,0.261474609375,384,512
train,00000166,91,spring onion,..\dataset\foodseg103-full\train\img\00000166.jpg,..\dataset\foodseg103-full\train\mask\00000166.png,train_00000166_c91_00,57,179,96,0.2899305555555556,2672,0.0284271240234375,384,512
train,00000167,11,broccoli,..\dataset\foodseg103-full\train\img\00000167.jpg,..\dataset\foodseg103-full\train\mask\00000167.png,train_00000167_c11_00,382,483,96,1.0,721470,0.3958450374531835,1691,1920
train,00000167,17,cauliflower,..\dataset\foodseg103-full\train\img\00000167.jpg,..\dataset\foodseg103-full\train\mask\00000167.png,train_00000167_c17_00,1024,116,96,1.0,222752,0.09899991375911689,1691,1920
train,00000167,23,cilantro mint,..\dataset\foodseg103-full\train\img\00000167.jpg,..\dataset\foodseg103-full\train\mask\00000167.png,train_00000167_c23_00,1328,763,96,0.3100043402777778,103087,0.1396067415730337,1691,1920
train,00000167,92,steak,..\dataset\foodseg103-full\train\img\00000167.jpg,..\dataset\foodseg103-full\train\mask\00000167.png,train_00000167_c92_00,919,1042,96,1.0,231709,0.1117885127143702,1691,1920
train,00000167,92,steak,..\dataset\foodseg103-full\train\img\00000167.jpg,..\dataset\foodseg103-full\train\mask\00000167.png,train_00000167_c92_01,1617,470,96,1.0,219165,0.16928161344372167,1691,1920
train,00000167,92,steak,..\dataset\foodseg103-full\train\img\00000167.jpg,..\dataset\foodseg103-full\train\mask\00000167.png,train_00000167_c92_02,1310,764,96,0.8328993055555556,16427,0.011624039030159669,1691,1920
train,00000168,10,bread,..\dataset\foodseg103-full\train\img\00000168.jpg,..\dataset\foodseg103-full\train\mask\00000168.png,train_00000168_c10_00,280,100,96,1.0,41559,0.25714111328125,416,512
train,00000168,10,bread,..\dataset\foodseg103-full\train\img\00000168.jpg,..\dataset\foodseg103-full\train\mask\00000168.png,train_00000168_c10_01,256,347,96,0.3108723958333333,11519,0.2325439453125,416,512
train,00000168,37,french fries,..\dataset\foodseg103-full\train\img\00000168.jpg,..\dataset\foodseg103-full\train\mask\00000168.png,train_00000168_c37_00,38,322,96,0.8387586805555556,11063,0.10110238882211539,416,512
train,00000168,45,ice cream,..\dataset\foodseg103-full\train\img\00000168.jpg,..\dataset\foodseg103-full\train\mask\00000168.png,train_00000168_c45_00,211,332,96,0.2594401041666667,3357,0.04998779296875,416,512
train,00000168,62,other ingredients,..\dataset\foodseg103-full\train\img\00000168.jpg,..\dataset\foodseg103-full\train\mask\00000168.png,train_00000168_c62_00,276,236,96,0.5482855902777778,28364,0.25634765625,416,512
train,00000168,92,steak,..\dataset\foodseg103-full\train\img\00000168.jpg,..\dataset\foodseg103-full\train\mask\00000168.png,train_00000168_c92_00,304,298,96,0.8419053819444444,19106,0.14223069411057693,416,512
train,00000168,96,tomato,..\dataset\foodseg103-full\train\img\00000168.jpg,..\dataset\foodseg103-full\train\mask\00000168.png,train_00000168_c96_00,275,185,96,0.3854166666666667,8100,0.0760028545673077,416,512
train,00000169,46,juice,..\dataset\foodseg103-full\train\img\00000169.jpg,..\dataset\foodseg103-full\train\mask\00000169.png,train_00000169_c46_00,249,255,96,1.0,23089,0.1418729485776805,457,512
train,00000169,51,lemon,..\dataset\foodseg103-full\train\img\00000169.jpg,..\dataset\foodseg103-full\train\mask\00000169.png,train_00000169_c51_00,208,159,96,0.7706163194444444,13564,0.08291165207877461,457,512
train,00000169,51,lemon,..\dataset\foodseg103-full\train\img\00000169.jpg,..\dataset\foodseg103-full\train\mask\00000169.png,train_00000169_c51_01,337,376,96,0.5307074652777778,6921,0.049293968818380746,457,512
train,00000170,8,biscuit,..\dataset\foodseg103-full\train\img\00000170.jpg,..\dataset\foodseg103-full\train\mask\00000170.png,train_00000170_c8_00,90,232,96,0.7866753472222222,16933,0.15324139835858586,396,512
train,00000170,82,sauce,..\dataset\foodseg103-full\train\img\00000170.jpg,..\dataset\foodseg103-full\train\mask\00000170.png,train_00000170_c82_00,300,212,96,0.5648871527777778,64312,0.43046677714646464,396,512
train,00000170,99,white button mushroom,..\dataset\foodseg103-full\train\img\00000170.jpg,..\dataset\foodseg103-full\train\mask\00000170.png,train_00000170_c99_00,311,202,96,0.4409722222222222,4444,0.055338541666666664,396,512
train,00000171,27,cucumber,..\dataset\foodseg103-full\train\img\00000171.jpg,..\dataset\foodseg103-full\train\mask\00000171.png,train_00000171_c27_00,272,578,96,1.0,104470,0.22841644287109375,768,1024
train,00000171,73,pork,..\dataset\foodseg103-full\train\img\00000171.jpg,..\dataset\foodseg103-full\train\mask\00000171.png,train_00000171_c73_00,794,340,96,0.8484157986111112,100308,0.253448486328125,768,1024
train,00000171,80,rice,..\dataset\foodseg103-full\train\img\00000171.jpg,..\dataset\foodseg103-full\train\mask\00000171.png,train_00000171_c80_00,388,328,96,0.990234375,154530,0.28022511800130206,768,1024
train,00000171,88,snow peas,..\dataset\foodseg103-full\train\img\00000171.jpg,..\dataset\foodseg103-full\train\mask\00000171.png,train_00000171_c88_00,740,237,96,0.63671875,19863,0.10667800903320312,768,1024
train,00000171,91,spring onion,..\dataset\foodseg103-full\train\img\00000171.jpg,..\dataset\foodseg103-full\train\mask\00000171.png,train_00000171_c91_00,378,210,96,0.8326822916666666,17229,0.037526448567708336,768,1024
train,00000172,10,bread,..\dataset\foodseg103-full\train\img\00000172.jpg,..\dataset\foodseg103-full\train\mask\00000172.png,train_00000172_c10_00,72,253,96,0.9932725694444444,20673,0.132409793814433,485,512
train,00000172,89,soup,..\dataset\foodseg103-full\train\img\00000172.jpg,..\dataset\foodseg103-full\train\mask\00000172.png,train_00000172_c89_00,306,221,96,1.0,63629,0.3260228737113402,485,512
train,00000173,21,chicken duck,..\dataset\foodseg103-full\train\img\00000173.jpg,..\dataset\foodseg103-full\train\mask\00000173.png,train_00000173_c21_00,320,147,96,1.0,61041,0.595703125,340,512
train,00000173,27,cucumber,..\dataset\foodseg103-full\train\img\00000173.jpg,..\dataset\foodseg103-full\train\mask\00000173.png,train_00000173_c27_00,130,252,96,0.8244357638888888,22943,0.31359145220588236,340,512
train,00000173,27,cucumber,..\dataset\foodseg103-full\train\img\00000173.jpg,..\dataset\foodseg103-full\train\mask\00000173.png,train_00000173_c27_01,110,71,96,0.8318142361111112,14416,0.15423943014705882,340,512
train,00000173,51,lemon,..\dataset\foodseg103-full\train\img\00000173.jpg,..\dataset\foodseg103-full\train\mask\00000173.png,train_00000173_c51_00,456,148,96,0.4029947916666667,17245,0.21468864889705883,340,512
train,00000173,99,white button mushroom,..\dataset\foodseg103-full\train\img\00000173.jpg,..\dataset\foodseg103-full\train\mask\00000173.png,train_00000173_c99_00,136,174,96,0.7266710069444444,18399,0.2771139705882353,340,512
train,00000173,99,white button mushroom,..\dataset\foodseg103-full\train\img\00000173.jpg,..\dataset\foodseg103-full\train\mask\00000173.png,train_00000173_c99_01,59,248,96,0.2608506944444444,2381,0.01946231617647059,340,512
train,00000174,13,cake,..\dataset\foodseg103-full\train\img\00000174.jpg,..\dataset\foodseg103-full\train\mask\00000174.png,train_00000174_c13_00,185,154,96,1.0,20571,0.4254913330078125,256,256
train,00000174,19,cheese butter,..\dataset\foodseg103-full\train\img\00000174.jpg,..\dataset\foodseg103-full\train\mask\00000174.png,train_00000174_c19_00,76,150,96,0.4830729166666667,4519,0.11279296875,256,256
train,00000174,23,cilantro mint,..\dataset\foodseg103-full\train\img\00000174.jpg,..\dataset\foodseg103-full\train\mask\00000174.png,train_00000174_c23_00,178,50,96,0.4685329861111111,4628,0.137939453125,256,256
