split,stem,image_path,mask_path,height,width,total_pixels,fg_pixels,bg_pixels,fg_ratio,bg_ratio,num_present_classes,present_classes,num_connected_components,largest_component_area,median_component_area,class_0_pixels,class_1_pixels,class_2_pixels,class_3_pixels,class_4_pixels,class_5_pixels,class_6_pixels,class_7_pixels,class_8_pixels,class_9_pixels,class_10_pixels,class_11_pixels,class_12_pixels,class_13_pixels,class_14_pixels,class_15_pixels,class_16_pixels,class_17_pixels,class_18_pixels,class_19_pixels,class_20_pixels,class_21_pixels,class_22_pixels,class_23_pixels,class_24_pixels,class_25_pixels,class_26_pixels,class_27_pixels,class_28_pixels,class_29_pixels,class_30_pixels,class_31_pixels,class_32_pixels,class_33_pixels,class_34_pixels,class_35_pixels,class_36_pixels,class_37_pixels,class_38_pixels,class_39_pixels,class_40_pixels,class_41_pixels,class_42_pixels,class_43_pixels,class_44_pixels,class_45_pixels,class_46_pixels,class_47_pixels,class_48_pixels,class_49_pixels,class_50_pixels,class_51_pixels,class_52_pixels,class_53_pixels,class_54_pixels,class_55_pixels,class_56_pixels,class_57_pixels,class_58_pixels,class_59_pixels,class_60_pixels,class_61_pixels,class_62_pixels,class_63_pixels,class_64_pixels,class_65_pixels,class_66_pixels,class_67_pixels,class_68_pixels,class_69_pixels,class_70_pixels,class_71_pixels,class_72_pixels,class_73_pixels,class_74_pixels,class_75_pixels,class_76_pixels,class_77_pixels,class_78_pixels,class_79_pixels,class_80_pixels,class_81_pixels,class_82_pixels,class_83_pixels,class_84_pixels,class_85_pixels,class_86_pixels,class_87_pixels,class_88_pixels,class_89_pixels,class_90_pixels,class_91_pixels,class_92_pixels,class_93_pixels,class_94_pixels,class_95_pixels,class_96_pixels,class_97_pixels,class_98_pixels,class_99_pixels,class_100_pixels,class_101_pixels,class_102_pixels,class_103_pixels
train,00000768,..\dataset\foodseg103-full\train\img\00000768.jpg,..\dataset\foodseg103-full\train\mask\00000768.png,256,256,65536,28223,37313,0.4306488037109375,0.5693511962890625,2,"[10, 61]",3,21542,3413.0,0,0,0,0,0,0,0,0,0,0,21542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37313
train,00000769,..\dataset\foodseg103-full\train\img\00000769.jpg,..\dataset\foodseg103-full\train\mask\00000769.png,384,512,196608,125916,70692,0.64044189453125,0.35955810546875,3,"[73, 80, 93]",2,112081,62958.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63605,0,0,0,0,0,0,48476,0,0,0,0,0,0,0,0,0,0,0,0,13835,0,0,0,0,0,0,0,0,0,70692
train,00000770,..\dataset\foodseg103-full\train\img\00000770.jpg,..\dataset\foodseg103-full\train\mask\00000770.png,428,640,273920,115313,158607,0.42097327686915886,0.5790267231308411,4,"[11, 21, 61, 96]",1,115313,115313.0,0,0,0,0,0,0,0,0,0,0,0,33854,0,0,0,0,0,0,0,0,0,44085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22362,0,0,0,0,0,0,158607
train,00000771,..\dataset\foodseg103-full\train\img\00000771.jpg,..\dataset\foodseg103-full\train\mask\00000771.png,358,512,183296,76224,107072,0.41585195530726254,0.5841480446927374,4,"[10, 45, 82, 93]",1,76224,76224.0,0,0,0,0,0,0,0,0,0,0,38736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14816,0,0,0,0,0,0,0,0,0,0,14746,0,0,0,0,0,0,0,0,0,107072
train,00000772,..\dataset\foodseg103-full\train\img\00000772.jpg,..\dataset\foodseg103-full\train\mask\00000772.png,2434,2434,5924356,1414059,4510297,0.2386856900564382,0.7613143099435618,5,"[23, 35, 82, 91, 100]",2,1320385,707029.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35898,0,0,0,0,0,0,0,0,0,0,0,437948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93674,0,0,0,0,0,0,0,0,595358,0,0,0,0,0,0,0,0,251181,0,0,4510297
train,00000773,..\dataset\foodseg103-full\train\img\00000773.jpg,..\dataset\foodseg103-full\train\mask\00000773.png,384,512,196608,135979,60629,0.6916249593098959,0.3083750406901042,3,"[10, 37, 82]",1,135979,135979.0,0,0,0,0,0,0,0,0,0,0,32235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60629
train,00000774,..\dataset\foodseg103-full\train\img\00000774.jpg,..\dataset\foodseg103-full\train\mask\00000774.png,204,307,62628,32050,30578,0.5117519320431756,0.4882480679568244,3,"[10, 52, 92]",1,32050,32050.0,0,0,0,0,0,0,0,0,0,0,20321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8594,0,0,0,0,0,0,0,0,0,0,30578
train,00000775,..\dataset\foodseg103-full\train\img\00000775.jpg,..\dataset\foodseg103-full\train\mask\00000775.png,425,512,217600,69118,148482,0.3176378676470588,0.6823621323529412,2,"[13, 20]",1,69118,69118.0,0,0,0,0,0,0,0,0,0,0,0,0,0,59379,0,0,0,0,0,0,9739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148482
train,00000776,..\dataset\foodseg103-full\train\img\00000776.jpg,..\dataset\foodseg103-full\train\mask\00000776.png,840,840,705600,224199,481401,0.3177423469387755,0.6822576530612245,3,"[21, 82, 101]",4,166097,23030.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40600,0,481401
train,00000777,..\dataset\foodseg103-full\train\img\00000777.jpg,..\dataset\foodseg103-full\train\mask\00000777.png,489,512,250368,105862,144506,0.42282560071574643,0.5771743992842536,4,"[12, 15, 17, 60]",2,67890,52931.0,0,0,0,0,0,0,0,0,0,0,0,0,27489,0,0,26307,0,32662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144506
train,00000778,..\dataset\foodseg103-full\train\img\00000778.jpg,..\dataset\foodseg103-full\train\mask\00000778.png,384,512,196608,81356,115252,0.4137980143229167,0.5862019856770834,2,"[21, 45]",1,81356,81356.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115252
train,00000779,..\dataset\foodseg103-full\train\img\00000779.jpg,..\dataset\foodseg103-full\train\mask\00000779.png,194,291,56454,23275,33179,0.4122825663371949,0.5877174336628052,2,"[10, 20]",2,15547,11637.5,0,0,0,0,0,0,0,0,0,0,19866,0,0,0,0,0,0,0,0,0,3409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33179
train,00000780,..\dataset\foodseg103-full\train\img\00000780.jpg,..\dataset\foodseg103-full\train\mask\00000780.png,300,300,90000,49349,40651,0.5483222222222223,0.4516777777777778,2,"[10, 41]",2,49083,24674.5,0,0,0,0,0,0,0,0,0,0,39062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40651
train,00000781,..\dataset\foodseg103-full\train\img\00000781.jpg,..\dataset\foodseg103-full\train\mask\00000781.png,384,512,196608,139729,56879,0.7106984456380209,0.2893015543619792,2,"[69, 76]",1,139729,139729.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117056,0,0,0,0,0,0,22673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56879
train,00000782,..\dataset\foodseg103-full\train\img\00000782.jpg,..\dataset\foodseg103-full\train\mask\00000782.png,256,256,65536,38032,27504,0.580322265625,0.419677734375,6,"[10, 15, 18, 45, 68, 74]",1,38032,38032.0,0,0,0,0,0,0,0,0,0,0,8470,0,0,0,0,916,0,0,1676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2039,0,0,0,0,0,11581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27504
train,00000783,..\dataset\foodseg103-full\train\img\00000783.jpg,..\dataset\foodseg103-full\train\mask\00000783.png,474,512,242688,189596,53092,0.7812335179324894,0.21876648206751054,4,"[11, 15, 17, 21]",1,189596,189596.0,0,0,0,0,0,0,0,0,0,0,0,38944,0,0,0,11974,0,46183,0,0,0,92495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53092
train,00000784,..\dataset\foodseg103-full\train\img\00000784.jpg,..\dataset\foodseg103-full\train\mask\00000784.png,384,512,196608,130394,66214,0.6632181803385416,0.3367818196614583,5,"[13, 60, 73, 77, 96]",1,130394,130394.0,0,0,0,0,0,0,0,0,0,0,0,0,0,23410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14011,0,0,0,0,0,0,0,0,0,0,0,0,7772,0,0,0,63270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21931,0,0,0,0,0,0,66214
train,00000785,..\dataset\foodseg103-full\train\img\00000785.jpg,..\dataset\foodseg103-full\train\mask\00000785.png,384,512,196608,129940,66668,0.6609090169270834,0.3390909830729167,6,"[10, 52, 61, 69, 92, 96]",1,129940,129940.0,0,0,0,0,0,0,0,0,0,0,27201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22732,0,0,0,0,0,0,0,0,22774,0,0,0,0,0,0,0,36324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9697,0,0,0,11212,0,0,0,0,0,0,66668
train,00000786,..\dataset\foodseg103-full\train\img\00000786.jpg,..\dataset\foodseg103-full\train\mask\00000786.png,341,512,174592,79909,94683,0.4576899285190616,0.5423100714809385,4,"[11, 74, 92, 96]",1,79909,79909.0,0,0,0,0,0,0,0,0,0,0,0,15679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41316,0,0,0,2202,0,0,0,0,0,0,94683
train,00000787,..\dataset\foodseg103-full\train\img\00000787.jpg,..\dataset\foodseg103-full\train\mask\00000787.png,750,1000,750000,299822,450178,0.39976266666666666,0.6002373333333333,3,"[11, 44, 82]",2,292298,149911.0,0,0,0,0,0,0,0,0,0,0,0,94291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450178
train,00000788,..\dataset\foodseg103-full\train\img\00000788.jpg,..\dataset\foodseg103-full\train\mask\00000788.png,393,512,201216,131694,69522,0.6544906965648855,0.3455093034351145,4,"[3, 19, 74, 92]",2,131111,65847.0,0,0,0,71054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20107,0,0,0,0,0,0,0,0,0,0,69522
train,00000789,..\dataset\foodseg103-full\train\img\00000789.jpg,..\dataset\foodseg103-full\train\mask\00000789.png,440,661,290840,150464,140376,0.5173428689313712,0.4826571310686288,3,"[21, 51, 97]",6,75384,16763.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9100,0,0,0,0,0,140376
train,00000790,..\dataset\foodseg103-full\train\img\00000790.jpg,..\dataset\foodseg103-full\train\mask\00000790.png,384,512,196608,103557,93051,0.5267181396484375,0.4732818603515625,4,"[23, 35, 51, 57]",1,103557,103557.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16283,0,0,0,0,0,0,0,0,0,0,0,35527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12992,0,0,0,0,0,38755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93051
train,00000791,..\dataset\foodseg103-full\train\img\00000791.jpg,..\dataset\foodseg103-full\train\mask\00000791.png,256,256,65536,26020,39516,0.39703369140625,0.60296630859375,5,"[11, 21, 46, 74, 82]",3,18292,4286.0,0,0,0,0,0,0,0,0,0,0,0,4812,0,0,0,0,0,0,0,0,0,7563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5917,0,0,0,0,0,0,0,3442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39516
train,00000792,..\dataset\foodseg103-full\train\img\00000792.jpg,..\dataset\foodseg103-full\train\mask\00000792.png,423,512,216576,102513,114063,0.4733349955673759,0.5266650044326241,4,"[10, 20, 45, 49]",3,77750,20209.0,0,0,0,0,0,0,0,0,0,0,4554,0,0,0,0,0,0,0,0,0,24736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20209,0,0,0,53014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114063
train,00000793,..\dataset\foodseg103-full\train\img\00000793.jpg,..\dataset\foodseg103-full\train\mask\00000793.png,411,512,210432,101030,109402,0.4801075881995134,0.5198924118004866,4,"[10, 41, 45, 73]",1,101030,101030.0,0,0,0,0,0,0,0,0,0,0,57369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27520,0,0,0,12378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109402
train,00000794,..\dataset\foodseg103-full\train\img\00000794.jpg,..\dataset\foodseg103-full\train\mask\00000794.png,800,1280,1024000,455978,568022,0.445291015625,0.554708984375,4,"[21, 61, 62, 82]",3,411379,42177.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42177,100375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568022
train,00000795,..\dataset\foodseg103-full\train\img\00000795.jpg,..\dataset\foodseg103-full\train\mask\00000795.png,384,512,196608,74901,121707,0.3809661865234375,0.6190338134765625,2,"[8, 89]",5,40366,9758.0,0,0,0,0,0,0,0,0,34535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40366,0,0,0,0,0,0,0,0,0,0,0,0,0,121707
train,00000796,..\dataset\foodseg103-full\train\img\00000796.jpg,..\dataset\foodseg103-full\train\mask\00000796.png,384,512,196608,106579,90029,0.5420888264973959,0.4579111735026042,2,"[9, 93]",1,106579,106579.0,0,0,0,0,0,0,0,0,0,30938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75641,0,0,0,0,0,0,0,0,0,90029
train,00000797,..\dataset\foodseg103-full\train\img\00000797.jpg,..\dataset\foodseg103-full\train\mask\00000797.png,459,512,235008,114229,120779,0.4860643041938998,0.5139356958061002,6,"[10, 19, 52, 83, 92, 96]",1,114229,114229.0,0,0,0,0,0,0,0,0,0,0,63973,0,0,0,0,0,0,0,0,7166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2808,0,0,0,0,0,0,0,0,11892,0,0,0,17956,0,0,0,0,0,0,120779
train,00000798,..\dataset\foodseg103-full\train\img\00000798.jpg,..\dataset\foodseg103-full\train\mask\00000798.png,384,512,196608,101291,95317,0.5151926676432291,0.4848073323567708,4,"[3, 15, 73, 74]",1,101291,101291.0,0,0,0,27148,0,0,0,0,0,0,0,0,0,0,0,3276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37958,32909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95317
train,00000799,..\dataset\foodseg103-full\train\img\00000799.jpg,..\dataset\foodseg103-full\train\mask\00000799.png,425,512,217600,104020,113580,0.4780330882352941,0.5219669117647059,5,"[12, 15, 35, 74, 82]",1,104020,104020.0,0,0,0,0,0,0,0,0,0,0,0,0,17139,0,0,32627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9625,0,0,0,0,0,0,0,11909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113580
train,00000800,..\dataset\foodseg103-full\train\img\00000800.jpg,..\dataset\foodseg103-full\train\mask\00000800.png,307,410,125870,67088,58782,0.5329943592595535,0.4670056407404465,2,"[13, 20]",1,67088,67088.0,0,0,0,0,0,0,0,0,0,0,0,0,0,46485,0,0,0,0,0,0,20603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58782
train,00000801,..\dataset\foodseg103-full\train\img\00000801.jpg,..\dataset\foodseg103-full\train\mask\00000801.png,1156,1156,1336336,87045,1249291,0.06513706133786712,0.9348629386621329,3,"[10, 23, 89]",2,48678,43522.5,0,0,0,0,0,0,0,0,0,0,48678,0,0,0,0,0,0,0,0,0,0,0,0,8536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29831,0,0,0,0,0,0,0,0,0,0,0,0,0,1249291
train,00000802,..\dataset\foodseg103-full\train\img\00000802.jpg,..\dataset\foodseg103-full\train\mask\00000802.png,512,512,262144,122599,139545,0.4676780700683594,0.5323219299316406,4,"[20, 40, 46, 51]",2,64681,61299.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10289,0,0,0,0,0,67855,0,0,0,0,30879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139545
train,00000803,..\dataset\foodseg103-full\train\img\00000803.jpg,..\dataset\foodseg103-full\train\mask\00000803.png,1333,1000,1333000,432515,900485,0.3244673668417104,0.6755326331582896,4,"[30, 62, 73, 89]",1,432515,432515.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108436,0,0,0,0,0,0,0,0,0,0,98200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119898,0,0,0,0,0,0,0,0,0,0,0,0,0,900485
train,00000804,..\dataset\foodseg103-full\train\img\00000804.jpg,..\dataset\foodseg103-full\train\mask\00000804.png,300,300,90000,37681,52319,0.41867777777777776,0.5813222222222222,2,"[10, 78]",1,37681,37681.0,0,0,0,0,0,0,0,0,0,0,30699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52319
train,00000805,..\dataset\foodseg103-full\train\img\00000805.jpg,..\dataset\foodseg103-full\train\mask\00000805.png,204,307,62628,14860,47768,0.23727406271955037,0.7627259372804497,2,"[13, 24]",2,8119,7430.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8119,0,0,0,0,0,0,0,0,0,0,6741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47768
train,00000806,..\dataset\foodseg103-full\train\img\00000806.jpg,..\dataset\foodseg103-full\train\mask\00000806.png,384,512,196608,103147,93461,0.5246327718098959,0.4753672281901042,3,"[10, 25, 73]",1,103147,103147.0,0,0,0,0,0,0,0,0,0,0,29361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93461
train,00000807,..\dataset\foodseg103-full\train\img\00000807.jpg,..\dataset\foodseg103-full\train\mask\00000807.png,208,270,56160,29554,26606,0.5262464387464387,0.4737535612535613,3,"[9, 69, 82]",1,29554,29554.0,0,0,0,0,0,0,0,0,0,8023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18403,0,0,0,0,0,0,0,0,0,0,0,0,3128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26606
