split,stem,class_id,class_name,area_pixels,area_ratio,bbox_x,bbox_y,bbox_w,bbox_h,bbox_area,bbox_area_ratio
train,00000256,19,cheese butter,54822,0.278839111328125,112,72,360,233,83880,0.4266357421875
train,00000256,80,rice,18158,0.09235636393229167,42,172,410,162,66420,0.33782958984375
train,00000256,96,tomato,8517,0.0433197021484375,295,21,160,115,18400,0.09358723958333333
train,00000257,10,bread,9591,0.0487823486328125,247,0,175,118,20650,0.10503133138020833
train,00000257,10,bread,1370,0.006968180338541667,288,135,40,75,3000,0.0152587890625
train,00000257,10,bread,4285,0.021794637044270832,362,158,122,72,8784,0.044677734375
train,00000257,10,bread,309,0.0015716552734375,326,207,32,16,512,0.0026041666666666665
train,00000257,36,french beans,37182,0.189117431640625,1,54,262,274,71788,0.3651326497395833
train,00000257,52,lettuce,27489,0.1398162841796875,280,31,213,265,56445,0.2870941162109375
train,00000257,60,onion,16874,0.08582560221354167,213,218,196,134,26264,0.13358561197916666
train,00000258,8,biscuit,16123,0.058676885899787465,264,0,277,131,36287,0.13206029638687514
train,00000258,8,biscuit,27908,0.10156636678603663,38,268,304,160,48640,0.1770169155967042
train,00000258,11,broccoli,9441,0.03435889597344746,473,118,85,160,13600,0.049494861268815325
train,00000258,15,carrot,26806,0.0975558272920488,298,264,283,149,42167,0.1534595452295688
train,00000258,36,french beans,14564,0.05300317349404606,16,130,141,202,28482,0.10365534107782338
train,00000258,56,milkshake,46885,0.17062989489620636,144,70,337,179,60323,0.21953518502343727
train,00000258,68,pepper,11378,0.041408274376219176,95,0,171,145,24795,0.09023713861472618
train,00000259,19,cheese butter,15250,0.07756551106770833,220,137,218,173,37714,0.19182332356770834
train,00000259,21,chicken duck,11087,0.056391398111979164,139,88,205,79,16195,0.08237202962239583
train,00000259,45,ice cream,6894,0.035064697265625,318,227,112,84,9408,0.0478515625
train,00000259,57,noodles,19489,0.09912618001302083,48,154,266,113,30058,0.15288289388020834
train,00000259,57,noodles,820,0.004170735677083333,149,273,60,25,1500,0.00762939453125
train,00000259,94,tea,9452,0.048075358072916664,81,4,88,138,12144,0.061767578125
train,00000260,1,apple,4280,0.0653076171875,14,0,60,111,6660,0.10162353515625
train,00000260,1,apple,8021,0.1223907470703125,70,0,129,79,10191,0.1555023193359375
train,00000260,45,ice cream,10171,0.1551971435546875,85,94,113,114,12882,0.196563720703125
train,00000260,69,pie,22382,0.341522216796875,0,73,247,168,41496,0.6331787109375
train,00000260,93,strawberry,4964,0.07574462890625,180,14,76,96,7296,0.111328125
train,00000260,93,strawberry,237,0.0036163330078125,239,98,17,24,408,0.0062255859375
train,00000261,9,blueberry,1956,0.02984619140625,110,43,55,55,3025,0.0461578369140625
train,00000261,69,pie,33399,0.5096282958984375,26,5,226,199,44974,0.686248779296875
train,00000262,11,broccoli,27307,0.14414590371621622,79,6,240,163,39120,0.20650337837837837
train,00000262,21,chicken duck,19664,0.10380067567567568,9,148,260,124,32240,0.1701858108108108
train,00000262,69,pie,24453,0.12908044763513513,215,121,236,166,39176,0.20679898648648648
train,00000262,79,red beans,10358,0.05467694256756757,297,54,153,113,17289,0.09126372466216216
train,00000264,10,bread,594066,0.06197732007291228,1348,0,1355,710,962050,0.10036810855383958
train,00000264,11,broccoli,1515683,0.15812716166229326,1967,101,2161,1102,2381422,0.24844740066368876
train,00000264,74,potato,4054114,0.4229548922006557,0,675,4128,1647,6798816,0.7093023255813954
train,00000264,92,steak,2525571,0.26348608106483984,0,81,1787,2128,3802736,0.39672929644986615
train,00000265,11,broccoli,23061,0.1172943115234375,0,0,260,141,36660,0.18646240234375
train,00000265,73,pork,115360,0.5867513020833334,20,37,459,340,156060,0.79376220703125
train,00000265,74,potato,8788,0.044698079427083336,261,0,176,67,11792,0.059977213541666664
train,00000266,10,bread,18746,0.09686053240740741,1,0,246,112,27552,0.1423611111111111
train,00000266,10,bread,1778,0.009186921296296295,309,189,53,113,5989,0.030945147156084655
train,00000266,10,bread,14788,0.07640955687830688,11,261,321,117,37557,0.19405691964285715
train,00000266,37,french fries,21632,0.11177248677248677,202,0,261,189,49329,0.2548828125
train,00000266,60,onion,46788,0.2417534722222222,1,63,356,261,92916,0.48009672619047616
train,00000266,92,steak,28332,0.14639136904761904,5,168,276,173,47748,0.24671378968253968
train,00000266,96,tomato,26058,0.13464161706349206,391,85,121,270,32670,0.16880580357142858
train,00000267,10,bread,20691,0.3157196044921875,0,12,256,158,40448,0.6171875
train,00000267,21,chicken duck,6662,0.101654052734375,42,45,184,103,18952,0.2891845703125
train,00000267,23,cilantro mint,3407,0.0519866943359375,192,98,64,90,5760,0.087890625
train,00000267,98,watermelon,25944,0.3958740234375,0,139,256,117,29952,0.45703125
train,00000268,15,carrot,21985,0.11182149251302083,65,65,233,178,41474,0.21094767252604166
train,00000268,18,celery stick,22402,0.11394246419270833,145,15,311,309,96099,0.4887847900390625
train,00000268,21,chicken duck,34846,0.17723592122395834,242,0,270,195,52650,0.267791748046875
train,00000268,39,garlic,4281,0.0217742919921875,201,200,73,85,6205,0.031560262044270836
train,00000268,52,lettuce,21366,0.108673095703125,21,274,290,110,31900,0.16225179036458334
train,00000268,60,onion,16639,0.08463033040364583,220,241,202,143,28886,0.14692179361979166
train,00000268,91,spring onion,24067,0.12241109212239583,0,25,240,288,69120,0.3515625
train,00000268,91,spring onion,1,5.086263020833333e-06,148,95,1,1,1,5.086263020833333e-06
train,00000269,52,lettuce,33463,0.16462826668765743,19,40,219,282,61758,0.30383147040302266
train,00000269,87,shrimp,54834,0.26976739609571787,153,26,295,297,87615,0.43104042034005036
train,00000269,96,tomato,1410,0.006936791561712847,119,84,42,42,1764,0.008678369017632241
train,00000269,96,tomato,1708,0.00840286523929471,60,106,48,47,2256,0.011098866498740555
train,00000269,96,tomato,2036,0.010016530226700252,128,151,52,53,2756,0.013558721662468513
train,00000270,21,chicken duck,80583,0.4098663330078125,0,29,397,314,124658,0.6340433756510416
train,00000270,51,lemon,68332,0.3475545247395833,0,107,512,277,141824,0.7213541666666666
train,00000270,80,rice,1705,0.008672078450520834,13,121,86,48,4128,0.02099609375
train,00000270,80,rice,633,0.0032196044921875,352,245,33,48,1584,0.008056640625
train,00000270,80,rice,2349,0.0119476318359375,415,321,74,56,4144,0.021077473958333332
train,00000271,11,broccoli,13083,0.1996307373046875,48,0,202,117,23634,0.360626220703125
train,00000271,73,pork,17627,0.2689666748046875,0,94,161,148,23828,0.36358642578125
train,00000271,80,rice,13464,0.2054443359375,132,85,124,161,19964,0.30462646484375
train,00000272,39,garlic,3871,0.096775,75,78,71,97,6887,0.172175
train,00000272,60,onion,573,0.014325,50,86,28,34,952,0.0238
train,00000272,68,pepper,8042,0.20105,0,24,100,131,13100,0.3275
train,00000272,68,pepper,2198,0.05495,119,114,81,47,3807,0.095175
train,00000272,96,tomato,5111,0.127775,99,46,101,87,8787,0.219675
train,00000273,9,blueberry,3811,0.019383748372395832,164,109,107,49,5243,0.026667277018229168
train,00000273,46,juice,12716,0.06467692057291667,66,62,243,91,22113,0.1124725341796875
train,00000273,46,juice,16990,0.08641560872395833,75,119,241,125,30125,0.15322367350260416
train,00000274,69,pie,69827,0.30855398048642535,212,9,300,386,115800,0.5117010746606335
train,00000274,73,pork,14151,0.0625309318438914,0,11,193,189,36477,0.16118583851809956
train,00000274,73,pork,4057,0.017927212952488687,213,103,123,146,17958,0.07935343608597285
train,00000274,73,pork,26471,0.11697097709276018,22,137,212,278,58936,0.26042845022624433
train,00000274,96,tomato,45416,0.20068580316742082,10,60,311,344,106984,0.4727446266968326
train,00000275,30,egg,10416,0.09305816135084428,24,6,110,129,14190,0.12677566336102922
train,00000275,30,egg,3911,0.0349414812829447,140,153,76,94,7144,0.06382560528901993
train,00000275,69,pie,33941,0.30323416420977395,0,0,272,262,71264,0.6366836415616903
train,00000275,93,strawberry,32119,0.2869561332975967,236,0,174,256,44544,0.39796301259715894
train,00000276,40,ginger,43246,0.21996053059895834,280,40,232,310,71920,0.3658040364583333
train,00000276,82,sauce,38492,0.19578043619791666,83,10,236,208,49088,0.24967447916666666
train,00000277,21,chicken duck,74062,0.3345544889892716,0,113,563,202,113726,0.513725578769057
train,00000277,61,orange,33392,0.15083907396950874,0,3,435,188,81780,0.36941840767927725
train,00000277,61,orange,7710,0.034827780914737434,427,35,125,107,13375,0.06041784302653868
train,00000278,82,sauce,10581,0.0538177490234375,59,74,129,104,13416,0.0682373046875
train,00000278,92,steak,74785,0.3803761800130208,61,32,429,295,126555,0.6436920166015625
train,00000279,1,apple,12357,0.08348760218904128,297,58,113,159,17967,0.12139044659144653
train,00000279,10,bread,33627,0.22719410850618202,11,91,379,204,77316,0.5223701101276941
train,00000279,27,cucumber,2302,0.015553003175461117,201,149,71,69,4899,0.03309911492466725
train,00000279,27,cucumber,5408,0.03653807175190865,47,214,168,68,11424,0.07718397405580704
train,00000279,27,cucumber,1591,0.010749273697723126,275,240,66,44,2904,0.01962029592595095
train,00000279,45,ice cream,435,0.0029389906087426525,216,165,37,25,925,0.006249577731234376
train,00000279,45,ice cream,2644,0.01786365786095534,239,197,83,71,5893,0.03981487737315046
train,00000279,45,ice cream,2281,0.015411120870211473,13,219,130,47,6110,0.041280994527396794
train,00000280,27,cucumber,260552,0.08498105512685743,50,1016,1070,419,448330,0.14622630586226162
train,00000280,37,french fries,275245,0.08977329100675441,0,319,777,557,432789,0.141157488206951
train,00000280,82,sauce,198376,0.06470187061256666,752,610,702,352,247104,0.08059488565072223
train,00000280,96,tomato,150555,0.049104680657312244,151,635,599,536,321064,0.10471751313844972
train,00000280,100,white radish,6484,0.002114806877101475,1336,475,197,211,41567,0.013557399361578812
train,00000280,100,white radish,170730,0.05568491334477712,1042,984,594,445,264330,0.08621327912156584
train,00000281,13,cake,4534,0.023061116536458332,180,71,86,106,9116,0.046366373697916664
train,00000281,13,cake,26270,0.13361612955729166,88,135,290,229,66410,0.3377787272135417
train,00000281,24,coffee,6485,0.032984415690104164,271,52,127,66,8382,0.042633056640625
train,00000282,11,broccoli,379085,0.07712504069010416,954,56,1028,683,702124,0.14284749348958334
train,00000282,21,chicken duck,8575,0.0017445882161458333,981,475,152,309,46968,0.0095556640625
train,00000282,21,chicken duck,18288,0.003720703125,1328,649,128,301,38528,0.007838541666666667
train,00000282,21,chicken duck,34554,0.007030029296875,1259,1220,156,456,71136,0.01447265625
train,00000282,64,pasta,672511,0.13682271321614584,1429,579,1031,940,969140,0.19717203776041667
train,00000282,73,pork,1299264,0.2643359375,161,424,1836,1375,2524500,0.51361083984375
train,00000283,10,bread,25512,0.1314726253298153,0,0,221,158,34918,0.17994516820580475
train,00000283,10,bread,11643,0.06000061840369393,207,174,135,171,23085,0.11896541062005277
train,00000283,19,cheese butter,14161,0.0729767892480211,18,191,138,139,19182,0.09885183047493404
train,00000283,82,sauce,6981,0.0359756348944591,262,26,93,95,8835,0.04552997196569921
train,00000283,93,strawberry,16470,0.08487590699208443,365,26,147,163,23961,0.12347975758575198
train,00000283,93,strawberry,1924,0.009915072559366755,209,200,52,53,2756,0.014202671503957784
train,00000283,93,strawberry,4204,0.021664742744063326,290,200,87,84,7308,0.03766078496042216
train,00000283,93,strawberry,2299,0.011847584102902375,287,286,73,57,4161,0.02144314808707124
train,00000284,21,chicken duck,36797,0.1339163536844557,33,194,336,183,61488,0.22377500218359683
train,00000284,25,corn,36527,0.13293373511514833,242,52,363,189,68607,0.24968337846100097
train,00000284,60,onion,12764,0.046452383031996974,93,88,194,110,21340,0.0776632602556264
train,00000284,60,onion,17506,0.06371007657146184,352,190,162,157,25434,0.0925626692287536
train,00000284,68,pepper,15378,0.05596558651410603,126,167,259,103,26677,0.09708635397560195
train,00000285,10,bread,106866,0.05837853783247841,126,935,617,232,143144,0.07819640876885342
train,00000285,10,bread,42696,0.02332388272505285,147,1228,586,147,86142,0.04705747390157164
train,00000285,92,steak,77016,0.04207214146413412,136,1105,608,204,124032,0.06775594486963077
train,00000285,92,steak,9269,0.0050634501821836915,546,1332,175,106,18550,0.010133455699590838
train,00000285,94,tea,65946,0.03602484472049689,590,876,324,345,111780,0.061062947606483224
train,00000286,27,cucumber,9210,0.08228357008844814,200,33,134,117,15678,0.14006968641114984
train,00000286,27,cucumber,478,0.004270526221745734,305,126,28,33,924,0.00825515947467167
train,00000286,60,onion,535,0.004779773072456,256,21,36,67,2412,0.021549182524792283
train,00000286,60,onion,1000,0.00893415527561869,176,22,57,57,3249,0.029027070490485123
train,00000286,60,onion,1437,0.012838381131064058,257,95,95,69,6555,0.05856338783168052
train,00000286,73,pork,22800,0.20369874028410614,48,43,221,161,35581,0.3178861788617886
train,00000286,80,rice,34078,0.30445814348253375,25,102,385,171,65835,0.5881801125703565
train,00000287,10,bread,82199,0.4180857340494792,42,0,342,357,122094,0.621002197265625
train,00000287,61,orange,2565,0.0130462646484375,393,217,70,81,5670,0.028839111328125
train,00000287,61,orange,8042,0.040903727213541664,260,226,151,153,23103,0.1175079345703125
train,00000287,61,orange,1212,0.00616455078125,396,306,56,36,2016,0.01025390625
train,00000287,73,pork,25443,0.1294097900390625,295,8,211,275,58025,0.2951304117838542
train,00000287,93,strawberry,9777,0.0497283935546875,312,229,120,109,13080,0.0665283203125
train,00000288,21,chicken duck,865573,0.10832835227636807,472,721,1156,1278,1477368,0.18489583333333334
train,00000288,36,french beans,20250,0.002534331747404844,2106,857,261,195,50895,0.006369620458477509
train,00000288,36,french beans,696448,0.08716198897859798,1512,1154,1081,1220,1318820,0.16505320469691145
train,00000288,74,potato,1072799,0.13426313897699602,1096,0,1267,1249,1582483,0.19805120526560296
train,00000288,74,potato,55340,0.006925921921056004,819,536,338,248,83824,0.010490756760220429
train,00000288,96,tomato,46607,0.0058329678889529665,440,1178,312,239,74568,0.009332348135332564
train,00000289,11,broccoli,5755,0.0878143310546875,130,8,126,110,13860,0.21148681640625
train,00000289,15,carrot,642,0.009796142578125,208,45,44,41,1804,0.02752685546875
train,00000289,15,carrot,200,0.0030517578125,190,66,22,25,550,0.008392333984375
train,00000289,17,cauliflower,1222,0.018646240234375,142,14,41,41,1681,0.0256500244140625
train,00000289,21,chicken duck,13800,0.2105712890625,71,75,184,111,20424,0.3116455078125
train,00000289,80,rice,9821,0.1498565673828125,12,35,135,119,16065,0.2451324462890625
train,00000290,3,asparagus,5376,0.08203125,148,66,102,113,11526,0.175872802734375
train,00000290,60,onion,3375,0.0514984130859375,49,107,115,81,9315,0.1421356201171875
train,00000290,74,potato,7202,0.109893798828125,11,24,122,99,12078,0.184295654296875
train,00000290,82,sauce,1891,0.0288543701171875,113,57,64,61,3904,0.0595703125
train,00000290,82,sauce,6433,0.0981597900390625,23,109,185,122,22570,0.344390869140625
train,00000290,82,sauce,165,0.0025177001953125,70,209,22,17,374,0.005706787109375
train,00000290,92,steak,872,0.0133056640625,60,103,80,20,1600,0.0244140625
train,00000290,92,steak,4709,0.0718536376953125,51,117,126,91,11466,0.174957275390625
train,00000290,92,steak,986,0.015045166015625,66,199,52,34,1768,0.0269775390625
train,00000291,10,bread,919672,0.11509896033576829,0,151,1170,1159,1356030,0.1697101175028835
train,00000291,30,egg,1685367,0.21092736267301038,934,1594,1514,1447,2190758,0.2741781506311675
train,00000291,80,rice,1355143,0.16959910751473792,0,1093,1472,1428,2102016,0.2630718954248366
train,00000291,82,sauce,698007,0.08735710123510189,1197,714,1120,824,922880,0.11550044854543125
train,00000292,13,cake,7022,0.107147216796875,103,42,96,102,9792,0.1494140625
train,00000292,93,strawberry,5454,0.083221435546875,148,69,100,117,11700,0.17852783203125
train,00000293,23,cilantro mint,7551,0.0384063720703125,315,31,109,156,17004,0.08648681640625
train,00000293,23,cilantro mint,6125,0.031153361002604168,194,35,116,127,14732,0.07493082682291667
train,00000293,68,pepper,14097,0.0717010498046875,294,16,80,281,22480,0.11433919270833333
train,00000293,81,salad,16152,0.0821533203125,129,146,177,148,26196,0.13323974609375
train,00000293,82,sauce,60366,0.307037353515625,0,175,512,209,107008,0.5442708333333334
train,00000293,92,steak,31769,0.16158548990885416,0,25,302,197,59494,0.3026021321614583
train,00000293,92,steak,12740,0.06479899088541667,413,60,99,208,20592,0.104736328125
train,00000294,11,broccoli,243336,0.030454032103037293,1428,264,643,686,441098,0.05520437852428553
train,00000294,15,carrot,230412,0.028836565263360245,1944,462,602,628,378056,0.04731453447392029
train,00000294,21,chicken duck,746729,0.09345476599545047,1003,1211,1430,766,1095380,0.13708920046776882
train,00000294,73,pork,344124,0.04306787053056517,1694,878,1061,694,736334,0.09215380903178265
train,00000294,80,rice,489476,0.061258990932974496,953,515,838,896,750848,0.09397026784570037
train,00000295,15,carrot,6557,0.1046975793574759,183,91,116,113,13108,0.20929935492112153
train,00000295,18,celery stick,4901,0.07825573226033085,112,0,173,114,19722,0.31490707031998466
train,00000295,89,soup,10795,0.17236699239956568,39,64,174,101,17574,0.2806093121287603
train,00000296,13,cake,75393,0.014055746462992295,557,35,623,307,191261,0.03565737036937606
train,00000296,13,cake,1310396,0.24430111472045485,8,382,2308,1307,3016556,0.5623857165442174
train,00000296,13,cake,41396,0.007717582276630842,1162,492,433,286,123838,0.02308749526460069
train,00000296,14,candy,34283,0.006391484036857067,1220,753,361,258,93138,0.01736400082328832
train,00000296,14,candy,16589,0.00309273776178928,1049,804,151,202,30502,0.00568658069866156
train,00000296,93,strawberry,589991,0.10999381788027121,369,199,936,906,848016,0.1580982039786303
train,00000296,93,strawberry,145129,0.02705684119782485,1281,606,578,505,291890,0.05441794112295334
train,00000297,1,apple,12952,0.049407958984375,310,24,111,141,15651,0.059703826904296875
train,00000297,44,hanamaki baozi,34253,0.13066482543945312,152,163,264,178,46992,0.17926025390625
train,00000298,9,blueberry,201,0.0030670166015625,212,25,17,14,238,0.003631591796875
train,00000298,9,blueberry,257,0.0039215087890625,183,40,22,20,440,0.0067138671875
train,00000298,9,blueberry,563,0.0085906982421875,210,108,39,31,1209,0.0184478759765625
train,00000298,9,blueberry,167,0.0025482177734375,201,129,15,19,285,0.0043487548828125
train,00000298,9,blueberry,1127,0.0171966552734375,148,131,31,59,1829,0.0279083251953125
train,00000298,9,blueberry,100,0.00152587890625,247,153,9,18,162,0.002471923828125
train,00000298,9,blueberry,434,0.006622314453125,198,173,24,24,576,0.0087890625
train,00000298,9,blueberry,213,0.0032501220703125,227,172,20,17,340,0.00518798828125
train,00000298,9,blueberry,307,0.0046844482421875,125,183,20,21,420,0.00640869140625
train,00000298,9,blueberry,1025,0.0156402587890625,96,188,49,48,2352,0.035888671875
train,00000298,9,blueberry,133,0.0020294189453125,246,202,10,19,190,0.002899169921875
train,00000298,69,pie,22474,0.342926025390625,20,3,236,225,53100,0.81024169921875
train,00000298,78,raspberry,719,0.0109710693359375,204,38,32,28,896,0.013671875
train,00000298,78,raspberry,933,0.0142364501953125,181,85,35,39,1365,0.0208282470703125
train,00000298,78,raspberry,2911,0.0444183349609375,173,129,79,54,4266,0.065093994140625
train,00000298,78,raspberry,671,0.0102386474609375,105,163,32,32,1024,0.015625
train,00000299,3,asparagus,35381,0.11517252604166667,194,47,386,189,72954,0.23748046875
train,00000299,35,fish,77153,0.2511490885416667,2,143,638,263,167794,0.5462044270833334
train,00000299,39,garlic,8810,0.028678385416666667,263,231,193,89,17177,0.05591471354166667
train,00000299,39,garlic,4053,0.013193359375,172,275,89,61,5429,0.017672526041666668
train,00000299,51,lemon,14184,0.046171875,49,115,150,143,21450,0.06982421875
train,00000299,96,tomato,24178,0.07870442708333333,62,30,240,183,43920,0.14296875
train,00000300,10,bread,18556,0.10628207478005865,52,0,205,132,27060,0.15498991935483872
train,00000300,74,potato,27327,0.15651919904692083,218,0,202,227,45854,0.26263517228739003
train,00000300,99,white button mushroom,44828,0.2567586143695015,0,71,310,230,71300,0.4083806818181818
train,00000301,25,corn,781086,0.09775461961745482,1849,650,1381,1065,1470765,0.18406945345540177
train,00000301,35,fish,1228321,0.15372705710143533,0,517,1678,1421,2384438,0.29841762583301296
train,00000301,35,fish,638062,0.07985485350185825,1818,1379,1139,1069,1217591,0.15238417415577343
train,00000301,60,onion,75582,0.009459252450980392,1256,733,684,518,354312,0.04434292099192618
train,00000301,68,pepper,665606,0.08330204528706908,1280,643,1341,1475,1977975,0.24754789323817764
train,00000301,74,potato,1100194,0.13769168308663335,1013,0,1945,865,1682425,0.2105591649445726
train,00000302,3,asparagus,19552,0.09667721518987342,308,23,204,287,58548,0.28949762658227846
train,00000302,10,bread,19978,0.09878362341772152,0,151,173,182,31486,0.15568631329113924
train,00000302,35,fish,26867,0.13284711234177216,153,137,274,249,68226,0.3373516613924051
train,00000302,76,pumpkin,32526,0.16082871835443038,30,2,307,205,62935,0.3111896756329114
train,00000302,82,sauce,11700,0.05785205696202532,86,39,187,84,15708,0.07767009493670886
train,00000302,82,sauce,15594,0.0771064082278481,200,137,183,227,41541,0.20540446993670886
train,00000303,21,chicken duck,94104,0.4786376953125,0,104,406,280,113680,0.5782063802083334
train,00000303,36,french beans,44712,0.2274169921875,0,0,435,146,63510,0.323028564453125
train,00000303,80,rice,41295,0.2100372314453125,282,58,230,291,66930,0.340423583984375
train,00000304,10,bread,89711,0.1297902199074074,97,28,477,229,109233,0.15803385416666665
train,00000304,10,bread,1842,0.0026649305555555554,140,254,52,91,4732,0.006846064814814815
train,00000304,10,bread,24825,0.03591579861111111,152,284,411,191,78501,0.11357204861111111
train,00000304,37,french fries,284365,0.41140769675925926,0,423,720,537,386640,0.559375
train,00000304,52,lettuce,10703,0.015484664351851852,60,173,121,152,18392,0.026608796296296297
train,00000304,52,lettuce,5156,0.0074594907407407405,213,251,168,58,9744,0.014097222222222223
train,00000304,92,steak,21401,0.03096209490740741,170,253,377,153,57681,0.08345052083333333
train,00000304,96,tomato,18678,0.027022569444444443,180,225,342,119,40698,0.058880208333333336
train,00000305,41,grape,1829,0.009302775065104166,109,49,52,46,2392,0.012166341145833334
train,00000305,41,grape,3345,0.0170135498046875,197,141,74,61,4514,0.022959391276041668
train,00000305,41,grape,31210,0.15874226888020834,57,307,264,205,54120,0.2752685546875
train,00000305,45,ice cream,10736,0.054606119791666664,49,33,185,101,18685,0.09503682454427083
train,00000305,45,ice cream,25180,0.12807210286458334,103,123,251,163,40913,0.20809427897135416
train,00000306,9,blueberry,27249,0.13823559253246753,71,186,305,162,49410,0.2506594967532468
train,00000306,13,cake,89073,0.4518719561688312,0,1,497,292,145124,0.7362215909090909
train,00000307,25,corn,10665,0.061085273093841645,273,18,176,106,18656,0.10685483870967742
train,00000307,45,ice cream,685,0.003923432917888563,97,29,50,39,1950,0.011168896627565983
train,00000307,60,onion,802,0.004593566715542522,163,10,44,38,1672,0.009576612903225807
train,00000307,60,onion,530,0.003035648826979472,82,24,52,19,988,0.005658907624633431
train,00000307,60,onion,660,0.003780241935483871,113,50,62,39,2418,0.013849431818181818
train,00000307,60,onion,482,0.0027607221407624635,51,68,48,13,624,0.0035740469208211142
train,00000307,73,pork,56006,0.3207821664222874,63,81,434,230,99820,0.5717329545454546
train,00000307,74,potato,24317,0.1392790047653959,0,1,284,182,51688,0.29605021994134895
train,00000307,91,spring onion,1088,0.006231671554252199,111,18,73,38,2774,0.015888471407624633
train,00000307,91,spring onion,1825,0.010452941715542521,65,37,65,49,3185,0.01824253115835777
train,00000308,44,hanamaki baozi,81573,0.41168544089147285,36,104,351,408,143208,0.7227470930232558
train,00000308,82,sauce,16793,0.0847514938630491,78,53,202,110,22220,0.112140665374677
train,00000309,80,rice,8062,0.14280653275232932,120,28,171,109,18639,0.33016261026676585
train,00000309,91,spring onion,183,0.003241577213306409,55,53,16,17,272,0.004818081978247777
train,00000309,91,spring onion,471,0.008343075778509937,110,61,28,30,840,0.014879370815176958
train,00000309,91,spring onion,168,0.0029758741630353915,148,62,18,11,198,0.0035072802635774257
train,00000309,91,spring onion,201,0.003560420873631629,54,71,17,18,306,0.005420342225528749
train,00000309,91,spring onion,259,0.0045878060013462285,68,82,18,18,324,0.00573918588585397
train,00000309,91,spring onion,170,0.0030113012364048606,93,83,19,13,247,0.0043752435611294155
train,00000309,91,spring onion,177,0.003135295993198002,126,100,18,12,216,0.0038261239239026465
train,00000309,91,spring onion,424,0.007510539554327417,156,106,43,19,817,0.014471959471428065
train,00000309,92,steak,18469,0.327151309030361,9,40,246,137,33702,0.5969816133489212
train,00000310,10,bread,1327173,0.16000831886574074,387,19,1753,1628,2853884,0.3440735918209877
train,00000310,37,french fries,1658541,0.19995912905092592,1506,238,1773,1622,2875806,0.3467165798611111
train,00000310,96,tomato,277867,0.033500554591049385,505,285,1201,986,1184186,0.14276933834876543
train,00000310,96,tomato,19394,0.002338204089506173,851,1272,284,150,42600,0.005135995370370371
train,00000311,11,broccoli,32636,0.024483120780195048,372,361,254,199,50546,0.037918979744936236
train,00000311,21,chicken duck,167415,0.12559264816204052,277,474,653,547,357191,0.267960240060015
train,00000311,73,pork,5264,0.003948987246811703,767,515,85,99,8415,0.006312828207051763
train,00000311,82,sauce,70580,0.05294823705926482,457,504,410,316,129560,0.09719429857464366
train,00000311,96,tomato,18091,0.013571642910727683,583,392,248,130,32240,0.024186046511627906
train,00000311,96,tomato,31644,0.02373893473368342,183,463,211,254,53594,0.04020555138784696
train,00000312,10,bread,6139,0.0936737060546875,0,0,150,51,7650,0.116729736328125
train,00000312,10,bread,1878,0.028656005859375,0,121,120,47,5640,0.0860595703125
train,00000312,37,french fries,7938,0.121124267578125,125,25,131,101,13231,0.2018890380859375
train,00000312,81,salad,14317,0.2184600830078125,102,109,154,138,21252,0.32427978515625
train,00000312,82,sauce,2997,0.0457305908203125,7,36,102,60,6120,0.0933837890625
train,00000312,92,steak,11872,0.18115234375,0,37,151,143,21593,0.3294830322265625
train,00000313,11,broccoli,31245,0.17843681469298245,1,89,208,214,44512,0.254203216374269
train,00000313,74,potato,37788,0.2158031798245614,155,75,263,195,51285,0.29288308662280704
train,00000313,92,steak,36973,0.21114880299707603,47,0,465,130,60450,0.3452234100877193
train,00000314,15,carrot,80990,0.16872916666666668,45,237,407,363,147741,0.30779375
train,00000314,23,cilantro mint,70463,0.14679791666666667,0,82,335,375,125625,0.26171875
train,00000314,50,lamb,142150,0.29614583333333333,326,27,473,573,271029,0.56464375
train,00000314,74,potato,35679,0.07433125,295,42,277,243,67311,0.14023125
train,00000314,74,potato,6828,0.014225,587,106,92,193,17756,0.036991666666666666
train,00000315,4,avocado,23010,0.07490234375,186,110,220,298,65560,0.21341145833333333
train,00000315,11,broccoli,13588,0.044231770833333336,62,92,165,229,37785,0.122998046875
train,00000315,11,broccoli,3816,0.012421875,33,153,74,88,6512,0.021197916666666667
train,00000315,19,cheese butter,8743,0.028460286458333334,43,111,117,181,21177,0.068935546875
train,00000315,21,chicken duck,66505,0.21648763020833334,17,286,373,354,132042,0.42982421875
train,00000315,96,tomato,19698,0.06412109375,252,134,188,228,42864,0.13953125
train,00000316,10,bread,3568,0.054443359375,43,111,102,121,12342,0.188323974609375
train,00000316,10,bread,1610,0.024566650390625,0,157,43,72,3096,0.0472412109375
train,00000316,10,bread,5069,0.0773468017578125,148,180,108,76,8208,0.125244140625
train,00000316,15,carrot,9549,0.1457061767578125,136,59,120,152,18240,0.2783203125
train,00000316,23,cilantro mint,1432,0.0218505859375,202,5,49,42,2058,0.031402587890625
train,00000316,23,cilantro mint,8338,0.127227783203125,1,40,122,202,24644,0.37603759765625
train,00000316,35,fish,3800,0.0579833984375,112,71,75,100,7500,0.11444091796875
train,00000316,35,fish,1234,0.018829345703125,155,123,48,71,3408,0.052001953125
train,00000316,35,fish,1123,0.0171356201171875,190,146,35,56,1960,0.0299072265625
train,00000316,68,pepper,502,0.007659912109375,0,0,15,45,675,0.0102996826171875
