class_id_a,class_a,class_id_b,class_b,texture_similarity,texture_distance
43,hamburg,70,pineapple,0.4741585242377937,0.5258414757622063
37,french fries,92,steak,0.4739508949269259,0.5260491050730741
45,ice cream,59,olives,0.47393706717008044,0.5260629328299196
2,apricot,87,shrimp,0.4736561208630513,0.5263438791369487
45,ice cream,98,watermelon,0.4733746582068783,0.5266253417931217
41,grape,83,sausage,0.4730811798680754,0.5269188201319246
21,chicken duck,85,shellfish,0.47230824455801046,0.5276917554419895
20,cherry,49,kiwi,0.4720871309951522,0.5279128690048478
22,chocolate,49,kiwi,0.47097861897422466,0.5290213810257753
64,pasta,74,potato,0.4708860954634444,0.5291139045365556
13,cake,48,king oyster mushroom,0.4706117909978783,0.5293882090021217
69,pie,80,rice,0.46932021614168073,0.5306797838583193
23,cilantro mint,58,okra,0.46880180374663527,0.5311981962533647
14,candy,24,coffee,0.46871593223635144,0.5312840677636486
38,fried meat,87,shrimp,0.4679192553293148,0.5320807446706852
41,grape,99,white button mushroom,0.46616345024704575,0.5338365497529542
36,french beans,97,walnut,0.46603151592346026,0.5339684840765397
83,sausage,86,shiitake,0.46575602856160114,0.5342439714383989
74,potato,80,rice,0.4653347156190646,0.5346652843809354
16,cashew,83,sausage,0.4651480615749862,0.5348519384250138
17,cauliflower,26,crab,0.4650299819764505,0.5349700180235495
46,juice,67,pear,0.464111973053948,0.535888026946052
10,bread,74,potato,0.46357132877876284,0.5364286712212372
91,spring onion,96,tomato,0.463405971326176,0.536594028673824
2,apricot,65,peach,0.46291217884661484,0.5370878211533852
0,almond,83,sausage,0.46243958778525274,0.5375604122147473
25,corn,43,hamburg,0.462230359756058,0.537769640243942
42,green beans,97,walnut,0.4621589854674194,0.5378410145325806
64,pasta,73,pork,0.46203650308606725,0.5379634969139327
39,garlic,93,strawberry,0.4620282372186457,0.5379717627813543
46,juice,98,watermelon,0.45928738466632124,0.5407126153336788
20,cherry,93,strawberry,0.4589894082017424,0.5410105917982576
58,okra,99,white button mushroom,0.4586308821038292,0.5413691178961708
88,snow peas,97,walnut,0.4583889581245191,0.5416110418754809
51,lemon,67,pear,0.45802640072533807,0.5419735992746619
50,lamb,62,other ingredients,0.457771926433862,0.542228073566138
89,soup,102,wonton dumplings,0.4571378766119947,0.5428621233880053
22,chocolate,57,noodles,0.4565784504968252,0.5434215495031748
0,almond,98,watermelon,0.4564205592495252,0.5435794407504748
49,kiwi,95,tofu,0.4561052235050427,0.5438947764949573
16,cashew,24,coffee,0.4559271005928235,0.5440728994071765
12,cabbage,51,lemon,0.4556319839762891,0.5443680160237109
67,pear,69,pie,0.455527399472607,0.544472600527393
93,strawberry,97,walnut,0.4546773461401601,0.5453226538598399
15,carrot,96,tomato,0.45416065745589207,0.5458393425441079
53,mango,56,milkshake,0.4538305480582445,0.5461694519417555
79,red beans,90,soy,0.4532602628042899,0.5467397371957101
10,bread,80,rice,0.45237392246574437,0.5476260775342556
56,milkshake,87,shrimp,0.45221928534765876,0.5477807146523412
85,shellfish,97,walnut,0.4520493046567695,0.5479506953432305
15,carrot,55,milk,0.4507060973775665,0.5492939026224335
28,date,67,pear,0.45054324931939305,0.549456750680607
45,ice cream,101,wine,0.4504915254301085,0.5495084745698915
25,corn,40,ginger,0.4501750796787173,0.5498249203212827
25,corn,69,pie,0.4493014290559819,0.5506985709440181
26,crab,69,pie,0.4492754045641284,0.5507245954358716
48,king oyster mushroom,77,rape,0.4491413456237262,0.5508586543762738
40,ginger,80,rice,0.44892573476024156,0.5510742652397584
26,crab,35,fish,0.44859575166065635,0.5514042483393437
24,coffee,55,milk,0.4482642802685948,0.5517357197314052
3,asparagus,59,olives,0.44760256332063986,0.5523974366793601
15,carrot,46,juice,0.4469973331631265,0.5530026668368735
53,mango,88,snow peas,0.4469248092528427,0.5530751907471573
31,egg tart,90,soy,0.4468621916828661,0.5531378083171339
52,lettuce,99,white button mushroom,0.4467564670405648,0.5532435329594352
15,carrot,76,pumpkin,0.4458346175647815,0.5541653824352185
42,green beans,99,white button mushroom,0.4457438319376428,0.5542561680623572
48,king oyster mushroom,92,steak,0.4456713939931294,0.5543286060068706
21,chicken duck,26,crab,0.44538604425696016,0.5546139557430398
50,lamb,66,peanut,0.4449617917374967,0.5550382082625033
24,coffee,75,pudding,0.4447417696612632,0.5552582303387368
76,pumpkin,89,soup,0.4446878164710786,0.5553121835289214
20,cherry,94,tea,0.44334329777635273,0.5566567022236473
31,egg tart,34,fig,0.4432067745683841,0.5567932254316159
6,banana,60,onion,0.4428115424792467,0.5571884575207533
28,date,90,soy,0.44264595403904927,0.5573540459609507
27,cucumber,37,french fries,0.4421570136891084,0.5578429863108916
38,fried meat,64,pasta,0.44206271904332595,0.557937280956674
75,pudding,102,wonton dumplings,0.44116036992340657,0.5588396300765934
6,banana,55,milk,0.4409859611366467,0.5590140388633533
0,almond,52,lettuce,0.4407476797280726,0.5592523202719274
61,orange,88,snow peas,0.4405207937627844,0.5594792062372156
34,fig,92,steak,0.44049492057164474,0.5595050794283553
49,kiwi,66,peanut,0.44013679364718805,0.559863206352812
32,eggplant,90,soy,0.44005666524085496,0.559943334759145
35,fish,80,rice,0.4397988328327085,0.5602011671672915
82,sauce,92,steak,0.4397828125308749,0.5602171874691251
34,fig,58,okra,0.43946956193395603,0.560530438066044
98,watermelon,101,wine,0.43911341173412577,0.5608865882658742
85,shellfish,86,shiitake,0.4384419021501822,0.5615580978498178
66,peanut,86,shiitake,0.4383945611895357,0.5616054388104643
4,avocado,25,corn,0.4381860996702067,0.5618139003297933
85,shellfish,93,strawberry,0.4378619765256746,0.5621380234743254
22,chocolate,41,grape,0.4377248616176578,0.5622751383823422
4,avocado,34,fig,0.4377058038256796,0.5622941961743204
44,hanamaki baozi,56,milkshake,0.4374983950060938,0.5625016049939062
38,fried meat,58,okra,0.4372802254878173,0.5627197745121827
13,cake,62,other ingredients,0.4371925258314705,0.5628074741685295
55,milk,98,watermelon,0.4371750892360524,0.5628249107639476
17,cauliflower,101,wine,0.4370621905820704,0.5629378094179296
45,ice cream,63,oyster mushroom,0.4361511779695856,0.5638488220304144
83,sausage,99,white button mushroom,0.43550175203381536,0.5644982479661846
20,cherry,52,lettuce,0.43547542860839517,0.5645245713916048
77,rape,82,sauce,0.43515118666748864,0.5648488133325114
27,cucumber,81,salad,0.4350494972748693,0.5649505027251307
49,kiwi,93,strawberry,0.4348859642654659,0.5651140357345341
4,avocado,43,hamburg,0.43484240469231117,0.5651575953076888
41,grape,51,lemon,0.43481440167946594,0.565185598320534
30,egg,61,orange,0.4346618441065899,0.5653381558934101
29,dried cranberries,51,lemon,0.4343602527441036,0.5656397472558964
18,celery stick,60,onion,0.43317987449464945,0.5668201255053505
20,cherry,96,tomato,0.4322991859372358,0.5677008140627642
76,pumpkin,87,shrimp,0.43223683847130556,0.5677631615286944
6,banana,9,blueberry,0.4322201832000082,0.5677798167999918
56,milkshake,65,peach,0.43177483288657026,0.5682251671134297
14,candy,41,grape,0.4314049759484416,0.5685950240515584
52,lettuce,54,melon,0.4313993793944534,0.5686006206055466
59,olives,70,pineapple,0.4304950374385599,0.5695049625614401
45,ice cream,74,potato,0.43002476605359763,0.5699752339464024
54,melon,87,shrimp,0.4297093931881353,0.5702906068118647
16,cashew,78,raspberry,0.42937270316462284,0.5706272968353772
74,potato,94,tea,0.42929789097494864,0.5707021090250514
26,crab,54,melon,0.428708668433915,0.571291331566085
89,soup,96,tomato,0.4278087901304872,0.5721912098695128
29,dried cranberries,91,spring onion,0.4276857990051246,0.5723142009948754
17,cauliflower,80,rice,0.4276527721535277,0.5723472278464723
21,chicken duck,102,wonton dumplings,0.4274904892558724,0.5725095107441276
17,cauliflower,18,celery stick,0.4264184993078317,0.5735815006921683
45,ice cream,89,soup,0.4255777609340401,0.5744222390659599
55,milk,67,pear,0.42477879198638635,0.5752212080136136
67,pear,73,pork,0.42470079095871016,0.5752992090412898
32,eggplant,93,strawberry,0.4232609331046501,0.5767390668953499
7,bean sprouts,97,walnut,0.42322169651094077,0.5767783034890592
8,biscuit,27,cucumber,0.4223695534570717,0.5776304465429283
35,fish,102,wonton dumplings,0.42236747017046317,0.5776325298295368
18,celery stick,91,spring onion,0.4221428132217755,0.5778571867782245
2,apricot,15,carrot,0.4210377022582157,0.5789622977417843
28,date,71,pizza,0.4202881140917598,0.5797118859082402
89,soup,94,tea,0.42026069473954863,0.5797393052604514
73,pork,87,shrimp,0.4200588616899834,0.5799411383100166
41,grape,98,watermelon,0.4195743625060354,0.5804256374939646
57,noodles,66,peanut,0.4187033636718195,0.5812966363281805
69,pie,102,wonton dumplings,0.4186571676918803,0.5813428323081197
16,cashew,18,celery stick,0.4185276617185225,0.5814723382814775
12,cabbage,81,salad,0.4184096458063422,0.5815903541936578
1,apple,65,peach,0.4176744908536323,0.5823255091463677
31,egg tart,40,ginger,0.4174556196694219,0.5825443803305781
27,cucumber,85,shellfish,0.4174540558343427,0.5825459441656573
21,chicken duck,80,rice,0.41742401249093497,0.582575987509065
19,cheese butter,54,melon,0.41677036102672305,0.583229638973277
13,cake,66,peanut,0.41674895002814716,0.5832510499718528
27,cucumber,71,pizza,0.4166160838922005,0.5833839161077995
70,pineapple,95,tofu,0.4162757763112266,0.5837242236887734
57,noodles,95,tofu,0.41605712576052856,0.5839428742394714
78,raspberry,85,shellfish,0.41598718217582853,0.5840128178241715
51,lemon,63,oyster mushroom,0.41582371892065706,0.5841762810793429
43,hamburg,89,soup,0.4150462171044105,0.5849537828955895
49,kiwi,59,olives,0.41492863858522266,0.5850713614147773
22,chocolate,52,lettuce,0.41381800568856764,0.5861819943114324
14,candy,97,walnut,0.41218641054978766,0.5878135894502123
0,almond,93,strawberry,0.4121412115866603,0.5878587884133397
40,ginger,81,salad,0.4120134609923758,0.5879865390076242
86,shiitake,88,snow peas,0.4117743159054732,0.5882256840945268
2,apricot,64,pasta,0.41123920574609973,0.5887607942539003
34,fig,64,pasta,0.4112246459161407,0.5887753540838593
40,ginger,63,oyster mushroom,0.41105476968605403,0.588945230313946
19,cheese butter,99,white button mushroom,0.41034956445896664,0.5896504355410334
82,sauce,83,sausage,0.41021012660112843,0.5897898733988716
9,blueberry,57,noodles,0.40977461014451655,0.5902253898554835
40,ginger,43,hamburg,0.40963116718697257,0.5903688328130274
63,oyster mushroom,64,pasta,0.40953754072075643,0.5904624592792436
27,cucumber,64,pasta,0.40952077576248125,0.5904792242375188
16,cashew,29,dried cranberries,0.40892488309399666,0.5910751169060033
8,biscuit,12,cabbage,0.4086921498487741,0.5913078501512259
25,corn,35,fish,0.4082866155034308,0.5917133844965692
77,rape,78,raspberry,0.4075239538546609,0.5924760461453391
67,pear,101,wine,0.4071146076260992,0.5928853923739008
22,chocolate,29,dried cranberries,0.4070444845122354,0.5929555154877646
31,egg tart,66,peanut,0.40668783038668666,0.5933121696133133
70,pineapple,88,snow peas,0.4065472094262115,0.5934527905737885
63,oyster mushroom,65,peach,0.40579065851095675,0.5942093414890433
37,french fries,56,milkshake,0.4055525037556519,0.5944474962443481
10,bread,31,egg tart,0.4050277473120998,0.5949722526879002
19,cheese butter,23,cilantro mint,0.4043643315436869,0.5956356684563131
6,banana,91,spring onion,0.4033888641598198,0.5966111358401802
91,spring onion,94,tea,0.40321047824367173,0.5967895217563283
50,lamb,93,strawberry,0.40227096777182514,0.5977290322281749
6,banana,57,noodles,0.40042571401474203,0.599574285985258
32,eggplant,78,raspberry,0.40010373049299,0.59989626950701
37,french fries,43,hamburg,0.3990264066332483,0.6009735933667517
6,banana,54,melon,0.3989745031102919,0.6010254968897081
29,dried cranberries,101,wine,0.3983391280626627,0.6016608719373373
13,cake,93,strawberry,0.398024719366735,0.601975280633265
48,king oyster mushroom,79,red beans,0.3979040516136555,0.6020959483863445
46,juice,102,wonton dumplings,0.3972443527109595,0.6027556472890405
44,hanamaki baozi,77,rape,0.39678420939842085,0.6032157906015791
7,bean sprouts,86,shiitake,0.39546799019144496,0.604532009808555
1,apple,6,banana,0.3944336741082457,0.6055663258917543
17,cauliflower,98,watermelon,0.3943422713191497,0.6056577286808503
25,corn,89,soup,0.393754233578018,0.606245766421982
15,carrot,94,tea,0.39351514619482975,0.6064848538051703
6,banana,14,candy,0.39227535870702934,0.6077246412929707
25,corn,42,green beans,0.3921818533250243,0.6078181466749757
40,ginger,71,pizza,0.3918624326205964,0.6081375673794036
21,chicken duck,25,corn,0.3916428742275414,0.6083571257724586
20,cherry,57,noodles,0.39133529687547086,0.6086647031245291
58,okra,73,pork,0.3902059240097512,0.6097940759902488
65,peach,88,snow peas,0.3895283396526448,0.6104716603473552
8,biscuit,42,green beans,0.3894855178046426,0.6105144821953574
41,grape,61,orange,0.38894077018693163,0.6110592298130684
6,banana,15,carrot,0.3888993871854296,0.6111006128145704
17,cauliflower,25,corn,0.38888700796590125,0.6111129920340987
8,biscuit,28,date,0.3885638990133562,0.6114361009866438
11,broccoli,12,cabbage,0.3884388462092676,0.6115611537907324
34,fig,62,other ingredients,0.3883335654072302,0.6116664345927698
37,french fries,77,rape,0.387734217054315,0.612265782945685
24,coffee,101,wine,0.387397590846456,0.612602409153544
54,melon,64,pasta,0.38667396081602345,0.6133260391839765
30,egg,53,mango,0.38665808597612106,0.6133419140238789
25,corn,36,french beans,0.3865809029308517,0.6134190970691483
57,noodles,59,olives,0.38602997050918453,0.6139700294908155
18,celery stick,83,sausage,0.3856046426961488,0.6143953573038512
53,mango,83,sausage,0.38545747969071464,0.6145425203092854
10,bread,71,pizza,0.3853170221455231,0.6146829778544769
6,banana,98,watermelon,0.3849052028950004,0.6150947971049996
75,pudding,98,watermelon,0.38386310415855807,0.6161368958414419
51,lemon,87,shrimp,0.38366287349013106,0.6163371265098689
76,pumpkin,98,watermelon,0.38362521711912967,0.6163747828808703
8,biscuit,10,bread,0.3832065005972738,0.6167934994027262
53,mango,59,olives,0.38266480697064487,0.6173351930293551
12,cabbage,56,milkshake,0.3824468959057561,0.6175531040942439
15,carrot,43,hamburg,0.3824061022380426,0.6175938977619574
22,chocolate,93,strawberry,0.3823184069755221,0.6176815930244779
2,apricot,94,tea,0.38191430513170466,0.6180856948682953
57,noodles,86,shiitake,0.3817486475049251,0.6182513524950749
26,crab,73,pork,0.3806739319925676,0.6193260680074324
4,avocado,76,pumpkin,0.3803445735888029,0.6196554264111971
27,cucumber,87,shrimp,0.3800615783089035,0.6199384216910965
43,hamburg,96,tomato,0.37948358431970375,0.6205164156802963
78,raspberry,83,sausage,0.3788450110449688,0.6211549889550312
32,eggplant,48,king oyster mushroom,0.3788004542968635,0.6211995457031365
55,milk,102,wonton dumplings,0.3781511350475715,0.6218488649524285
18,celery stick,61,orange,0.37791991643520406,0.6220800835647959
12,cabbage,15,carrot,0.377641345880263,0.622358654119737
68,pepper,70,pineapple,0.37694159474445676,0.6230584052555432
6,banana,49,kiwi,0.37686152250420846,0.6231384774957915
19,cheese butter,76,pumpkin,0.3766662281616642,0.6233337718383358
2,apricot,96,tomato,0.3759962707142861,0.6240037292857139
78,raspberry,91,spring onion,0.37594207434065385,0.6240579256593461
24,coffee,65,peach,0.37529536846249156,0.6247046315375084
29,dried cranberries,43,hamburg,0.3750363817318565,0.6249636182681435
54,melon,98,watermelon,0.37442887033472516,0.6255711296652748
53,mango,95,tofu,0.3742585167032344,0.6257414832967656
0,almond,24,coffee,0.37423464716350596,0.625765352836494
45,ice cream,95,tofu,0.374051213243349,0.625948786756651
19,cheese butter,46,juice,0.37369871485368433,0.6263012851463157
32,eggplant,44,hanamaki baozi,0.3734684419383383,0.6265315580616617
1,apple,54,melon,0.3722459881999305,0.6277540118000695
49,kiwi,85,shellfish,0.37214033100402744,0.6278596689959726
38,fried meat,67,pear,0.37204746549271883,0.6279525345072812
61,orange,95,tofu,0.37169264042788497,0.628307359572115
29,dried cranberries,63,oyster mushroom,0.3712737455068764,0.6287262544931236
24,coffee,46,juice,0.37082781996134284,0.6291721800386572
39,garlic,57,noodles,0.37059713858888577,0.6294028614111142
18,celery stick,42,green beans,0.3694816787009013,0.6305183212990987
38,fried meat,80,rice,0.3688941050467456,0.6311058949532544
23,cilantro mint,52,lettuce,0.36880586144734084,0.6311941385526592
6,banana,99,white button mushroom,0.36840837496774514,0.6315916250322549
27,cucumber,49,kiwi,0.36769842960980226,0.6323015703901977
10,bread,77,rape,0.3659625247442041,0.6340374752557959
30,egg,90,soy,0.36587810884439387,0.6341218911556061
63,oyster mushroom,80,rice,0.36370944389248816,0.6362905561075118
16,cashew,96,tomato,0.3636204718656465,0.6363795281343535
54,melon,80,rice,0.3631757358905727,0.6368242641094273
25,corn,27,cucumber,0.36258506467581086,0.6374149353241891
9,blueberry,18,celery stick,0.3625635193159915,0.6374364806840085
8,biscuit,36,french beans,0.3625536535196131,0.6374463464803869
11,broccoli,27,cucumber,0.3619683169198431,0.6380316830801569
2,apricot,28,date,0.3613695149838241,0.6386304850161759
28,date,85,shellfish,0.36074622300831516,0.6392537769916848
34,fig,87,shrimp,0.36017907514915604,0.639820924850844
23,cilantro mint,98,watermelon,0.35969641972162836,0.6403035802783716
28,date,37,french fries,0.35945702000283364,0.6405429799971664
3,asparagus,7,bean sprouts,0.35915431837741063,0.6408456816225894
31,egg tart,37,french fries,0.3589285710503114,0.6410714289496886
36,french beans,99,white button mushroom,0.3588251019547427,0.6411748980452573
15,carrot,52,lettuce,0.358707870904481,0.641292129095519
18,celery stick,99,white button mushroom,0.3584425056319993,0.6415574943680007
22,chocolate,62,other ingredients,0.35746039884663083,0.6425396011533692
38,fried meat,62,other ingredients,0.35736041054192236,0.6426395894580776
73,pork,80,rice,0.35697003719097853,0.6430299628090215
3,asparagus,14,candy,0.3569568645992365,0.6430431354007635
64,pasta,89,soup,0.35664449802206866,0.6433555019779313
17,cauliflower,67,pear,0.35623954324998963,0.6437604567500104
25,corn,56,milkshake,0.355604418167245,0.644395581832755
6,banana,61,orange,0.354981372686049,0.645018627313951
11,broccoli,87,shrimp,0.35493893652110997,0.64506106347889
29,dried cranberries,74,potato,0.35488204206930396,0.645117957930696
3,asparagus,83,sausage,0.35167599877936717,0.6483240012206328
49,kiwi,78,raspberry,0.351483766044837,0.648516233955163
7,bean sprouts,23,cilantro mint,0.35105260485561496,0.648947395144385
39,garlic,52,lettuce,0.35085798364653087,0.6491420163534691
39,garlic,62,other ingredients,0.35071501805737026,0.6492849819426297
2,apricot,70,pineapple,0.3503971651381388,0.6496028348618612
63,oyster mushroom,87,shrimp,0.34998566359466365,0.6500143364053363
6,banana,20,cherry,0.3494657721941642,0.6505342278058358
63,oyster mushroom,70,pineapple,0.34869345636925875,0.6513065436307413
83,sausage,97,walnut,0.34783553913101295,0.652164460868987
7,bean sprouts,28,date,0.3477304456354895,0.6522695543645105
44,hanamaki baozi,80,rice,0.3472441674133554,0.6527558325866446
83,sausage,93,strawberry,0.34721692975118035,0.6527830702488197
73,pork,82,sauce,0.3472028708154473,0.6527971291845527
40,ginger,101,wine,0.34687600858687917,0.6531239914131208
63,oyster mushroom,94,tea,0.3461915049983916,0.6538084950016084
66,peanut,78,raspberry,0.3461645312461583,0.6538354687538417
79,red beans,82,sauce,0.3456063849349892,0.6543936150650108
26,crab,63,oyster mushroom,0.3451031540269227,0.6548968459730773
4,avocado,30,egg,0.34441329037849844,0.6555867096215016
12,cabbage,74,potato,0.3440767381963673,0.6559232618036327
10,bread,25,corn,0.3433588194475905,0.6566411805524095
24,coffee,78,raspberry,0.3427659123897784,0.6572340876102216
10,bread,63,oyster mushroom,0.3424442520247952,0.6575557479752048
48,king oyster mushroom,66,peanut,0.3421370558954344,0.6578629441045656
58,okra,69,pie,0.34103028169147465,0.6589697183085254
0,almond,58,okra,0.34093202358145913,0.6590679764185409
29,dried cranberries,89,soup,0.3408733703593183,0.6591266296406817
64,pasta,76,pumpkin,0.34068445481996334,0.6593155451800367
52,lettuce,100,white radish,0.3406699346868636,0.6593300653131364
8,biscuit,40,ginger,0.3403193323018444,0.6596806676981556
4,avocado,51,lemon,0.3391030486290936,0.6608969513709064
4,avocado,10,bread,0.338760866410438,0.661239133589562
0,almond,41,grape,0.3386723803585564,0.6613276196414436
44,hanamaki baozi,74,potato,0.3385132117885765,0.6614867882114235
78,raspberry,95,tofu,0.3384208935213515,0.6615791064786485
18,celery stick,39,garlic,0.33839955818938616,0.6616004418106138
19,cheese butter,57,noodles,0.33826857562269796,0.661731424377302
25,corn,74,potato,0.33773556144894146,0.6622644385510585
76,pumpkin,100,white radish,0.33695842384283115,0.6630415761571689
36,french beans,48,king oyster mushroom,0.33613822108243485,0.6638617789175651
34,fig,40,ginger,0.33565599741452323,0.6643440025854768
2,apricot,12,cabbage,0.33548089412886284,0.6645191058711372
38,fried meat,66,peanut,0.33497465659921055,0.6650253434007894
64,pasta,81,salad,0.334150013285774,0.665849986714226
28,date,48,king oyster mushroom,0.33332636837554586,0.6666736316244541
2,apricot,37,french fries,0.3329130286611357,0.6670869713388643
93,strawberry,99,white button mushroom,0.3328853439356193,0.6671146560643807
25,corn,44,hanamaki baozi,0.33279800404024695,0.667201995959753
40,ginger,46,juice,0.33141323455077054,0.6685867654492295
15,carrot,67,pear,0.3306430042134898,0.6693569957865102
75,pudding,80,rice,0.32930606441400534,0.6706939355859947
16,cashew,62,other ingredients,0.32917561038073284,0.6708243896192672
56,milkshake,96,tomato,0.3281332841875615,0.6718667158124385
51,lemon,52,lettuce,0.32759336998906896,0.672406630010931
65,peach,89,soup,0.32755308132766525,0.6724469186723347
52,lettuce,55,milk,0.3275508417043336,0.6724491582956664
59,olives,61,orange,0.32752991767993067,0.6724700823200693
43,hamburg,44,hanamaki baozi,0.32749689841999663,0.6725031015800034
65,peach,100,white radish,0.3268106085915534,0.6731893914084466
63,oyster mushroom,96,tomato,0.32656340451549415,0.6734365954845059
65,peach,95,tofu,0.3263941759165615,0.6736058240834385
11,broccoli,93,strawberry,0.32629733460778576,0.6737026653922142
73,pork,102,wonton dumplings,0.32605727138103147,0.6739427286189685
1,apple,49,kiwi,0.32545575355343914,0.6745442464465609
42,green beans,85,shellfish,0.32431604120726054,0.6756839587927395
28,date,34,fig,0.32396535504260826,0.6760346449573917
10,bread,81,salad,0.3236438676913316,0.6763561323086684
36,french beans,58,okra,0.323565031137514,0.676434968862486
25,corn,73,pork,0.3235045003821031,0.6764954996178969
42,green beans,71,pizza,0.3232292481418142,0.6767707518581858
3,asparagus,41,grape,0.3228887865238034,0.6771112134761966
57,noodles,83,sausage,0.32237061005352363,0.6776293899464764
30,egg,45,ice cream,0.32216487759930235,0.6778351224006977
3,asparagus,93,strawberry,0.3220210180100517,0.6779789819899483
15,carrot,41,grape,0.32186544915113857,0.6781345508488614
2,apricot,80,rice,0.3218613033253259,0.6781386966746741
66,peanut,92,steak,0.3218001351976132,0.6781998648023868
26,crab,38,fried meat,0.3215500226126131,0.6784499773873869
15,carrot,87,shrimp,0.3209205790947647,0.6790794209052353
10,bread,89,soup,0.32058318164607225,0.6794168183539278
39,garlic,58,okra,0.32055133027484195,0.679448669725158
12,cabbage,50,lamb,0.32036911787495015,0.6796308821250499
29,dried cranberries,39,garlic,0.32029170045940303,0.679708299540597
22,chocolate,96,tomato,0.3200508972512468,0.6799491027487532
49,kiwi,57,noodles,0.31945040734202046,0.6805495926579795
25,corn,38,fried meat,0.3184447066203653,0.6815552933796347
1,apple,52,lettuce,0.31741546711967317,0.6825845328803268
26,crab,75,pudding,0.31700044526972304,0.682999554730277
82,sauce,90,soy,0.31687805371215894,0.6831219462878411
23,cilantro mint,24,coffee,0.31671920911418017,0.6832807908858198
10,bread,101,wine,0.31542989687547884,0.6845701031245212
1,apple,43,hamburg,0.31538284434700836,0.6846171556529916
42,green beans,48,king oyster mushroom,0.3150930719346776,0.6849069280653224
16,cashew,94,tea,0.31321837890792525,0.6867816210920747
65,peach,102,wonton dumplings,0.312814243176724,0.687185756823276
14,candy,65,peach,0.31217189702761017,0.6878281029723898
8,biscuit,64,pasta,0.3114470759387935,0.6885529240612065
41,grape,42,green beans,0.310879148419011,0.689120851580989
45,ice cream,83,sausage,0.3093467629893274,0.6906532370106726
17,cauliflower,64,pasta,0.3093295719486846,0.6906704280513154
17,cauliflower,87,shrimp,0.3082341573755183,0.6917658426244817
25,corn,54,melon,0.3075256173571028,0.6924743826428972
66,peanut,69,pie,0.307411037271331,0.692588962728669
17,cauliflower,88,snow peas,0.30731153599171845,0.6926884640082815
62,other ingredients,91,spring onion,0.3061932765505184,0.6938067234494816
14,candy,18,celery stick,0.3055506495746343,0.6944493504253657
35,fish,58,okra,0.30521638605960555,0.6947836139403945
70,pineapple,83,sausage,0.3051555187274262,0.6948444812725738
23,cilantro mint,36,french beans,0.30506557178568205,0.694934428214318
10,bread,43,hamburg,0.30482260860363186,0.6951773913963681
19,cheese butter,101,wine,0.30415250678002925,0.6958474932199707
26,crab,46,juice,0.30345815629939676,0.6965418437006032
89,soup,90,soy,0.30321093412715805,0.696789065872842
14,candy,49,kiwi,0.3029894121435053,0.6970105878564947
1,apple,70,pineapple,0.30293653732655845,0.6970634626734415
15,carrot,37,french fries,0.30260905419791295,0.697390945802087
86,shiitake,98,watermelon,0.3013553819383188,0.6986446180616812
11,broccoli,64,pasta,0.30108282887557336,0.6989171711244266
34,fig,36,french beans,0.3006611077878327,0.6993388922121673
56,milkshake,90,soy,0.3005543123963249,0.6994456876036751
14,candy,61,orange,0.3001833196004591,0.6998166803995409
22,chocolate,94,tea,0.299822252832196,0.700177747167804
67,pear,75,pudding,0.29971596206461526,0.7002840379353847
4,avocado,65,peach,0.29942621719848983,0.7005737828015102
38,fried meat,102,wonton dumplings,0.298709625293584,0.701290374706416
26,crab,76,pumpkin,0.29822294428278073,0.7017770557172193
26,crab,53,mango,0.29779082382643196,0.702209176173568
15,carrot,29,dried cranberries,0.29731902436641844,0.7026809756335816
43,hamburg,94,tea,0.29724584671242127,0.7027541532875787
18,celery stick,20,cherry,0.295463490787933,0.704536509212067
23,cilantro mint,66,peanut,0.29539643464863863,0.7046035653513614
1,apple,17,cauliflower,0.29371494002512877,0.7062850599748712
6,banana,22,chocolate,0.29356227635129417,0.7064377236487058
28,date,93,strawberry,0.2932871091276219,0.7067128908723781
1,apple,102,wonton dumplings,0.2931456835894195,0.7068543164105805
26,crab,61,orange,0.2929626051297569,0.7070373948702431
3,asparagus,85,shellfish,0.2927319047507022,0.7072680952492978
48,king oyster mushroom,85,shellfish,0.292618349720403,0.707381650279597
3,asparagus,52,lettuce,0.2920972984308685,0.7079027015691315
60,onion,78,raspberry,0.2913139610269193,0.7086860389730807
4,avocado,54,melon,0.2908584081799802,0.7091415918200198
24,coffee,99,white button mushroom,0.29072775060239264,0.7092722493976074
40,ginger,77,rape,0.2897703230910377,0.7102296769089623
12,cabbage,28,date,0.2893535102264351,0.7106464897735649
32,eggplant,37,french fries,0.2891915669256697,0.7108084330743303
4,avocado,80,rice,0.2891625796069627,0.7108374203930373
37,french fries,74,potato,0.28888641146251315,0.7111135885374869
9,blueberry,93,strawberry,0.28827317173121636,0.7117268282687836
21,chicken duck,58,okra,0.2877176968097378,0.7122823031902622
41,grape,54,melon,0.287672425754683,0.712327574245317
10,bread,46,juice,0.28750098976461147,0.7124990102353885
17,cauliflower,24,coffee,0.2869011545988893,0.7130988454011107
12,cabbage,13,cake,0.28676801781173433,0.7132319821882657
6,banana,76,pumpkin,0.28622996899031095,0.713770031009689
53,mango,68,pepper,0.28621893300261325,0.7137810669973867
40,ginger,76,pumpkin,0.28485680981036277,0.7151431901896372
15,carrot,36,french beans,0.2848468926440699,0.7151531073559301
65,peach,87,shrimp,0.2844310111060797,0.7155689888939203
70,pineapple,89,soup,0.28362013131869623,0.7163798686813038
39,garlic,94,tea,0.28361109031460463,0.7163889096853954
