class_id_a,class_a,class_id_b,class_b,color_similarity,color_distance
56,milkshake,82,sauce,0.448619411808283,0.551380588191717
58,okra,73,pork,0.448399035917338,0.551600964082662
6,banana,25,corn,0.44818033858062345,0.5518196614193766
27,cucumber,99,white button mushroom,0.4480035056877121,0.5519964943122879
83,sausage,98,watermelon,0.4465274789641376,0.5534725210358624
63,oyster mushroom,99,white button mushroom,0.44640186965815465,0.5535981303418454
79,red beans,91,spring onion,0.4462287264450038,0.5537712735549962
16,cashew,34,fig,0.4458286280505661,0.5541713719494339
35,fish,56,milkshake,0.4449575122989442,0.5550424877010558
2,apricot,65,peach,0.44459420546833295,0.555405794531667
53,mango,57,noodles,0.44437508141554916,0.5556249185844508
88,snow peas,96,tomato,0.4438483112299215,0.5561516887700785
29,dried cranberries,36,french beans,0.4438359759549758,0.5561640240450242
49,kiwi,86,shiitake,0.44363713068088717,0.5563628693191128
0,almond,60,onion,0.4434434447393294,0.5565565552606706
8,biscuit,44,hanamaki baozi,0.4433792562838148,0.5566207437161852
22,chocolate,42,green beans,0.4432592758554992,0.5567407241445008
34,fig,101,wine,0.4430575722172241,0.5569424277827759
57,noodles,62,other ingredients,0.44228376267267955,0.5577162373273205
25,corn,82,sauce,0.44147828189248206,0.5585217181075179
31,egg tart,58,okra,0.441091478396084,0.558908521603916
31,egg tart,85,shellfish,0.4404662514597444,0.5595337485402556
60,onion,101,wine,0.4401212640901677,0.5598787359098323
3,asparagus,29,dried cranberries,0.44000867306951363,0.5599913269304864
22,chocolate,24,coffee,0.43880216582293463,0.5611978341770654
95,tofu,97,walnut,0.4385048717168303,0.5614951282831697
44,hanamaki baozi,99,white button mushroom,0.4382561748713881,0.5617438251286119
3,asparagus,90,soy,0.4382180226757719,0.5617819773242281
16,cashew,19,cheese butter,0.43770801205307497,0.562291987946925
8,biscuit,99,white button mushroom,0.43767160765808377,0.5623283923419162
53,mango,74,potato,0.4372606649187276,0.5627393350812724
67,pear,100,white radish,0.43703507631990623,0.5629649236800938
88,snow peas,89,soup,0.4368728511586142,0.5631271488413858
48,king oyster mushroom,73,pork,0.43683552382590296,0.563164476174097
7,bean sprouts,50,lamb,0.43667954240771323,0.5633204575922868
70,pineapple,71,pizza,0.4365130973232918,0.5634869026767082
39,garlic,56,milkshake,0.4357173940762309,0.5642826059237691
39,garlic,85,shellfish,0.4356271791342834,0.5643728208657166
38,fried meat,88,snow peas,0.4355184169284093,0.5644815830715907
22,chocolate,31,egg tart,0.4355159899181512,0.5644840100818488
9,blueberry,11,broccoli,0.43545382413752076,0.5645461758624792
50,lamb,100,white radish,0.43538605164944133,0.5646139483505587
6,banana,60,onion,0.4350889341628106,0.5649110658371894
6,banana,67,pear,0.434724536019911,0.565275463980089
6,banana,61,orange,0.43384721569996476,0.5661527843000352
3,asparagus,94,tea,0.43376909687792997,0.56623090312207
88,snow peas,95,tofu,0.43277554085038017,0.5672244591496198
0,almond,44,hanamaki baozi,0.4322710872522699,0.5677289127477301
51,lemon,71,pizza,0.4319873467503821,0.5680126532496179
27,cucumber,100,white radish,0.431912937734237,0.568087062265763
46,juice,57,noodles,0.4316857563641501,0.5683142436358499
14,candy,27,cucumber,0.4307415969753573,0.5692584030246427
36,french beans,94,tea,0.4301561065013344,0.5698438934986656
16,cashew,69,pie,0.4296386293231138,0.5703613706768862
41,grape,58,okra,0.4296287790093891,0.5703712209906109
67,pear,97,walnut,0.4295995554799248,0.5704004445200752
46,juice,90,soy,0.4295852311510203,0.5704147688489797
37,french fries,44,hanamaki baozi,0.429198670276873,0.570801329723127
40,ginger,75,pudding,0.42905234172399687,0.5709476582760031
48,king oyster mushroom,99,white button mushroom,0.429037395863307,0.570962604136693
22,chocolate,97,walnut,0.4289154287747068,0.5710845712252932
48,king oyster mushroom,49,kiwi,0.42836306509319,0.57163693490681
2,apricot,76,pumpkin,0.4281825309748606,0.5718174690251394
29,dried cranberries,96,tomato,0.42763041936078194,0.5723695806392181
92,steak,93,strawberry,0.42749717358286166,0.5725028264171383
45,ice cream,87,shrimp,0.4274111515707746,0.5725888484292254
9,blueberry,100,white radish,0.42702593615608087,0.5729740638439191
52,lettuce,94,tea,0.4254885608083281,0.5745114391916719
52,lettuce,63,oyster mushroom,0.42543933879232965,0.5745606612076704
59,olives,93,strawberry,0.42532116147453625,0.5746788385254638
71,pizza,85,shellfish,0.4251599702924289,0.5748400297075711
26,crab,45,ice cream,0.4251522579303142,0.5748477420696858
60,onion,81,salad,0.42500617108418326,0.5749938289158167
21,chicken duck,68,pepper,0.4242546954790085,0.5757453045209915
54,melon,82,sauce,0.4236153412804312,0.5763846587195688
0,almond,50,lamb,0.42243232278799026,0.5775676772120097
49,kiwi,100,white radish,0.42219775609136856,0.5778022439086314
13,cake,28,date,0.42210629130870203,0.577893708691298
2,apricot,57,noodles,0.4217332508528868,0.5782667491471132
8,biscuit,66,peanut,0.4216749229660741,0.5783250770339259
48,king oyster mushroom,91,spring onion,0.4216155310257921,0.5783844689742079
32,eggplant,93,strawberry,0.42129749310772624,0.5787025068922738
11,broccoli,41,grape,0.4204030498450435,0.5795969501549565
48,king oyster mushroom,79,red beans,0.4183675001879221,0.5816324998120779
16,cashew,64,pasta,0.4179240527635655,0.5820759472364345
38,fried meat,41,grape,0.41768240109661425,0.5823175989033857
77,rape,94,tea,0.41713254397077026,0.5828674560292297
34,fig,78,raspberry,0.4166851259358437,0.5833148740641563
35,fish,39,garlic,0.41655437748177193,0.5834456225182281
41,grape,86,shiitake,0.4161560207003636,0.5838439792996364
86,shiitake,93,strawberry,0.416062306094124,0.583937693905876
49,kiwi,62,other ingredients,0.41578265959451943,0.5842173404054806
13,cake,79,red beans,0.4154047086243189,0.5845952913756811
63,oyster mushroom,74,potato,0.4152374466753348,0.5847625533246652
62,other ingredients,66,peanut,0.4152046673405565,0.5847953326594435
15,carrot,88,snow peas,0.414618754984976,0.585381245015024
66,peanut,100,white radish,0.4145545780415393,0.5854454219584607
0,almond,87,shrimp,0.4144716395489687,0.5855283604510313
81,salad,99,white button mushroom,0.4141367678258463,0.5858632321741537
19,cheese butter,61,orange,0.4140165259507541,0.5859834740492459
12,cabbage,78,raspberry,0.41336321837956613,0.5866367816204339
8,biscuit,55,milk,0.4125757216361565,0.5874242783638435
91,spring onion,97,walnut,0.4125502824573979,0.5874497175426021
18,celery stick,88,snow peas,0.4125047073837669,0.5874952926162331
6,banana,14,candy,0.41233011646444884,0.5876698835355512
46,juice,51,lemon,0.4116491044209407,0.5883508955790593
16,cashew,66,peanut,0.41147858747110444,0.5885214125288956
16,cashew,44,hanamaki baozi,0.4112789199589205,0.5887210800410795
68,pepper,91,spring onion,0.4106232452363435,0.5893767547636565
20,cherry,32,eggplant,0.4106180144032491,0.5893819855967509
48,king oyster mushroom,50,lamb,0.4106170853899149,0.5893829146100851
2,apricot,102,wonton dumplings,0.4105836432643739,0.5894163567356261
63,oyster mushroom,94,tea,0.4104045309384653,0.5895954690615347
64,pasta,98,watermelon,0.4097420298960641,0.5902579701039359
86,shiitake,97,walnut,0.40963494897022623,0.5903650510297738
8,biscuit,27,cucumber,0.4095006317589074,0.5904993682410926
39,garlic,69,pie,0.4090488006022093,0.5909511993977907
3,asparagus,97,walnut,0.4090471452153184,0.5909528547846816
52,lettuce,90,soy,0.40873793235884226,0.5912620676411577
24,coffee,52,lettuce,0.4085626311314514,0.5914373688685486
8,biscuit,37,french fries,0.4081967893447991,0.5918032106552009
21,chicken duck,53,mango,0.4076201069147397,0.5923798930852603
52,lettuce,58,okra,0.407619122610993,0.592380877389007
77,rape,83,sausage,0.4075494940591131,0.5924505059408869
26,crab,65,peach,0.40731062916812877,0.5926893708318712
1,apple,50,lamb,0.40705166859276876,0.5929483314072312
59,olives,88,snow peas,0.40643504088777793,0.5935649591122221
39,garlic,102,wonton dumplings,0.40579597457701144,0.5942040254229886
16,cashew,102,wonton dumplings,0.40510408615508053,0.5948959138449195
6,banana,7,bean sprouts,0.4040660021481419,0.5959339978518581
57,noodles,63,oyster mushroom,0.4033326993272527,0.5966673006727473
32,eggplant,100,white radish,0.4030787742142037,0.5969212257857963
40,ginger,67,pear,0.40272264889455545,0.5972773511054446
44,hanamaki baozi,62,other ingredients,0.4011445107813698,0.5988554892186302
21,chicken duck,36,french beans,0.4008854839813496,0.5991145160186504
61,orange,74,potato,0.4005741982152572,0.5994258017847428
86,shiitake,91,spring onion,0.40056380451173146,0.5994361954882685
23,cilantro mint,94,tea,0.40037055697267054,0.5996294430273295
2,apricot,43,hamburg,0.40005758399508595,0.599942416004914
30,egg,56,milkshake,0.3994046231064514,0.6005953768935486
73,pork,78,raspberry,0.39824652106834346,0.6017534789316565
25,corn,76,pumpkin,0.39810918409772067,0.6018908159022793
12,cabbage,91,spring onion,0.39805472680884657,0.6019452731911534
34,fig,62,other ingredients,0.3976246333356537,0.6023753666643463
6,banana,18,celery stick,0.39704220006420643,0.6029577999357936
76,pumpkin,90,soy,0.3968981571396716,0.6031018428603284
8,biscuit,54,melon,0.3962106680391082,0.6037893319608918
60,onion,85,shellfish,0.39592401005332944,0.6040759899466706
18,celery stick,19,cheese butter,0.3954589824634449,0.6045410175365551
78,raspberry,94,tea,0.3944146354134652,0.6055853645865348
94,tea,96,tomato,0.3941355792722716,0.6058644207277284
89,soup,94,tea,0.3940707000056791,0.6059292999943209
29,dried cranberries,46,juice,0.3935594556542825,0.6064405443457175
65,peach,92,steak,0.3932468507079041,0.6067531492920959
1,apple,44,hanamaki baozi,0.3930098803546709,0.6069901196453291
45,ice cream,62,other ingredients,0.39260557602753965,0.6073944239724604
62,other ingredients,80,rice,0.3924658609379238,0.6075341390620762
88,snow peas,91,spring onion,0.3921596565746617,0.6078403434253383
9,blueberry,58,okra,0.3911963813760916,0.6088036186239084
51,lemon,56,milkshake,0.3908891768424052,0.6091108231575948
32,eggplant,38,fried meat,0.3908606623740676,0.6091393376259324
9,blueberry,29,dried cranberries,0.3904030974234556,0.6095969025765444
24,coffee,38,fried meat,0.3893702009398159,0.6106297990601841
15,carrot,38,fried meat,0.3891430266222746,0.6108569733777254
54,melon,95,tofu,0.3890534489320423,0.6109465510679577
12,cabbage,81,salad,0.3888782246925755,0.6111217753074245
41,grape,42,green beans,0.3885587287297545,0.6114412712702455
7,bean sprouts,91,spring onion,0.38806048143923566,0.6119395185607643
68,pepper,96,tomato,0.388052703988089,0.611947296011911
65,peach,90,soy,0.3877387324805053,0.6122612675194947
59,olives,91,spring onion,0.3866338804097631,0.6133661195902369
32,eggplant,97,walnut,0.3863572130964805,0.6136427869035195
15,carrot,63,oyster mushroom,0.38580651901622776,0.6141934809837722
11,broccoli,73,pork,0.38518945041538566,0.6148105495846143
28,date,101,wine,0.3848703678928904,0.6151296321071096
9,blueberry,34,fig,0.384209451283685,0.615790548716315
31,egg tart,32,eggplant,0.38406659849731484,0.6159334015026852
10,bread,62,other ingredients,0.38351972488313035,0.6164802751168696
28,date,49,kiwi,0.38340877923193184,0.6165912207680682
55,milk,70,pineapple,0.3831416804732084,0.6168583195267916
54,melon,96,tomato,0.3831212666659819,0.6168787333340181
17,cauliflower,62,other ingredients,0.3808728108627125,0.6191271891372875
4,avocado,62,other ingredients,0.38064268972499427,0.6193573102750057
45,ice cream,89,soup,0.38047099396209894,0.6195290060379011
29,dried cranberries,98,watermelon,0.37869699851808025,0.6213030014819197
42,green beans,49,kiwi,0.3783091761141839,0.6216908238858161
28,date,92,steak,0.37772476179860504,0.622275238201395
38,fried meat,50,lamb,0.37751723866775344,0.6224827613322466
18,celery stick,89,soup,0.37715853848810044,0.6228414615118996
7,bean sprouts,32,eggplant,0.37715690035739824,0.6228430996426018
43,hamburg,78,raspberry,0.3766882346621482,0.6233117653378518
39,garlic,49,kiwi,0.37661594456164693,0.6233840554383531
22,chocolate,99,white button mushroom,0.37583465116158643,0.6241653488384136
22,chocolate,91,spring onion,0.3756912800603701,0.6243087199396299
8,biscuit,49,kiwi,0.3748514460936392,0.6251485539063608
74,potato,82,sauce,0.37421948504111424,0.6257805149588858
6,banana,89,soup,0.37416552370022016,0.6258344762997798
39,garlic,70,pineapple,0.3735906448000269,0.6264093551999731
25,corn,30,egg,0.372034929834961,0.627965070165039
39,garlic,64,pasta,0.37162703480828674,0.6283729651917133
94,tea,101,wine,0.3716227850130447,0.6283772149869553
3,asparagus,21,chicken duck,0.371588796574138,0.628411203425862
16,cashew,57,noodles,0.3713886523531771,0.6286113476468229
21,chicken duck,83,sausage,0.3692063997722832,0.6307936002277168
23,cilantro mint,101,wine,0.368940667202056,0.631059332797944
26,crab,87,shrimp,0.3683989177455492,0.6316010822544508
51,lemon,60,onion,0.36812761715743314,0.6318723828425669
38,fried meat,43,hamburg,0.36804698264332436,0.6319530173566756
25,corn,88,snow peas,0.36791125162711347,0.6320887483728865
61,orange,76,pumpkin,0.3678554280566533,0.6321445719433467
19,cheese butter,53,mango,0.3677185847318347,0.6322814152681653
4,avocado,16,cashew,0.3668178451416917,0.6331821548583083
75,pudding,90,soy,0.36535431480814684,0.6346456851918532
18,celery stick,53,mango,0.36475507104792204,0.635244928952078
11,broccoli,66,peanut,0.36449440576067593,0.6355055942393241
42,green beans,78,raspberry,0.3644646694000351,0.6355353305999649
36,french beans,97,walnut,0.36397680043330083,0.6360231995666992
28,date,83,sausage,0.3638432994333458,0.6361567005666542
21,chicken duck,82,sauce,0.3637487222233249,0.6362512777766751
12,cabbage,85,shellfish,0.36332973202144436,0.6366702679785556
1,apple,97,walnut,0.3630467450329238,0.6369532549670762
11,broccoli,76,pumpkin,0.3629777335572013,0.6370222664427987
60,onion,74,potato,0.3626368094687371,0.6373631905312629
31,egg tart,39,garlic,0.36213726402796875,0.6378627359720312
30,egg,37,french fries,0.3620072546011306,0.6379927453988694
12,cabbage,45,ice cream,0.36175992778547883,0.6382400722145212
78,raspberry,91,spring onion,0.36073836030662654,0.6392616396933735
56,milkshake,63,oyster mushroom,0.359822892242905,0.640177107757095
28,date,66,peanut,0.35949658574457144,0.6405034142554286
65,peach,73,pork,0.35901089498475414,0.6409891050152459
52,lettuce,59,olives,0.35821515996010955,0.6417848400398904
34,fig,68,pepper,0.35815769400732966,0.6418423059926703
38,fried meat,44,hanamaki baozi,0.35605351544786334,0.6439464845521367
8,biscuit,13,cake,0.3553722144007432,0.6446277855992568
42,green beans,73,pork,0.3552588811670747,0.6447411188329253
13,cake,58,okra,0.35505160662229684,0.6449483933777032
6,banana,53,mango,0.3545685596403232,0.6454314403596768
85,shellfish,93,strawberry,0.3541363953194887,0.6458636046805113
18,celery stick,37,french fries,0.3539892830302751,0.6460107169697249
7,bean sprouts,97,walnut,0.3537662404935409,0.6462337595064591
81,salad,101,wine,0.35288127140453085,0.6471187285954692
21,chicken duck,98,watermelon,0.3525050271157598,0.6474949728842402
58,okra,101,wine,0.3522886711393738,0.6477113288606262
94,tea,98,watermelon,0.3513408914969447,0.6486591085030553
24,coffee,86,shiitake,0.35122203502311944,0.6487779649768806
11,broccoli,24,coffee,0.3511470570918531,0.6488529429081469
79,red beans,97,walnut,0.35020986386409425,0.6497901361359057
50,lamb,67,pear,0.3497657074762094,0.6502342925237906
14,candy,66,peanut,0.3496406010471005,0.6503593989528995
32,eggplant,92,steak,0.34950201573354445,0.6504979842664556
28,date,31,egg tart,0.3491112781291552,0.6508887218708448
23,cilantro mint,90,soy,0.3481289111590453,0.6518710888409547
56,milkshake,70,pineapple,0.3479292046982263,0.6520707953017737
21,chicken duck,42,green beans,0.3477107812349449,0.6522892187650551
6,banana,26,crab,0.346962285946778,0.653037714053222
82,sauce,95,tofu,0.34694285784343015,0.6530571421565698
12,cabbage,55,milk,0.3464029983583121,0.6535970016416879
21,chicken duck,25,corn,0.34636817805004605,0.653631821949954
21,chicken duck,89,soup,0.34611376632327273,0.6538862336767273
26,crab,51,lemon,0.34569826802612424,0.6543017319738758
25,corn,80,rice,0.34549428384284087,0.6545057161571591
7,bean sprouts,51,lemon,0.34461138869608077,0.6553886113039192
41,grape,88,snow peas,0.3444554152304944,0.6555445847695056
48,king oyster mushroom,65,peach,0.34445272342777034,0.6555472765722297
78,raspberry,100,white radish,0.344329848053206,0.655670151946794
63,oyster mushroom,69,pie,0.3438916229019514,0.6561083770980486
20,cherry,100,white radish,0.3433619081796213,0.6566380918203787
8,biscuit,81,salad,0.34311864199704534,0.6568813580029547
18,celery stick,87,shrimp,0.3422972283919956,0.6577027716080044
28,date,100,white radish,0.34150941177430305,0.658490588225697
42,green beans,90,soy,0.34118844460302766,0.6588115553969723
2,apricot,92,steak,0.3411824301936208,0.6588175698063792
66,peanut,79,red beans,0.3409208945338491,0.6590791054661509
55,milk,63,oyster mushroom,0.34074028634110154,0.6592597136588985
35,fish,44,hanamaki baozi,0.33993587724295504,0.660064122757045
34,fig,39,garlic,0.33983040900964123,0.6601695909903588
10,bread,18,celery stick,0.33971842889206894,0.6602815711079311
22,chocolate,29,dried cranberries,0.33953047583331597,0.660469524166684
15,carrot,102,wonton dumplings,0.3390995549512379,0.6609004450487621
63,oyster mushroom,73,pork,0.33897111728967455,0.6610288827103254
62,other ingredients,74,potato,0.33879508293689586,0.6612049170631041
63,oyster mushroom,80,rice,0.3387872813759023,0.6612127186240977
35,fish,98,watermelon,0.3387072834354581,0.6612927165645419
18,celery stick,74,potato,0.3385810248908885,0.6614189751091115
50,lamb,97,walnut,0.3385710930888379,0.6614289069111621
20,cherry,77,rape,0.3383423626248012,0.6616576373751988
12,cabbage,39,garlic,0.33770821736067946,0.6622917826393205
30,egg,46,juice,0.33744735875858356,0.6625526412414164
17,cauliflower,63,oyster mushroom,0.336683923386464,0.663316076613536
16,cashew,60,onion,0.33632518151272583,0.6636748184872742
43,hamburg,46,juice,0.3363243746166322,0.6636756253833678
35,fish,71,pizza,0.3363203189198417,0.6636796810801583
10,bread,46,juice,0.3360426592711896,0.6639573407288104
4,avocado,71,pizza,0.3356165800616301,0.6643834199383699
61,orange,90,soy,0.3353939491895397,0.6646060508104603
27,cucumber,28,date,0.3343413673006266,0.6656586326993734
4,avocado,97,walnut,0.3341798771898814,0.6658201228101186
4,avocado,76,pumpkin,0.33410173528753107,0.6658982647124689
44,hanamaki baozi,81,salad,0.33388292772992534,0.6661170722700747
92,steak,95,tofu,0.33356256360050884,0.6664374363994912
9,blueberry,60,onion,0.33354217792436436,0.6664578220756356
14,candy,51,lemon,0.33308262503184927,0.6669173749681507
10,bread,39,garlic,0.33307397586904763,0.6669260241309524
20,cherry,28,date,0.3330136929133646,0.6669863070866354
83,sausage,86,shiitake,0.3329668221203732,0.6670331778796268
37,french fries,90,soy,0.3328754313675646,0.6671245686324354
14,candy,49,kiwi,0.332150319817605,0.667849680182395
12,cabbage,14,candy,0.33206414202896384,0.6679358579710362
43,hamburg,96,tomato,0.33186966163668496,0.668130338363315
16,cashew,97,walnut,0.33127351462304133,0.6687264853769587
7,bean sprouts,87,shrimp,0.33121241826394676,0.6687875817360532
55,milk,82,sauce,0.330847402985611,0.669152597014389
2,apricot,94,tea,0.3304949776459809,0.6695050223540191
16,cashew,37,french fries,0.3300790165511457,0.6699209834488543
22,chocolate,27,cucumber,0.3297741261202263,0.6702258738797737
37,french fries,97,walnut,0.3289956472725747,0.6710043527274253
17,cauliflower,25,corn,0.3283496073920362,0.6716503926079638
50,lamb,73,pork,0.32825203782145074,0.6717479621785493
18,celery stick,69,pie,0.3273032636635467,0.6726967363364533
2,apricot,73,pork,0.3264887681636641,0.6735112318363359
43,hamburg,101,wine,0.3264850295346208,0.6735149704653792
12,cabbage,20,cherry,0.32645399916437423,0.6735460008356258
18,celery stick,75,pudding,0.3264452408785008,0.6735547591214992
65,peach,68,pepper,0.32600957164532807,0.6739904283546719
1,apple,60,onion,0.32572376879457554,0.6742762312054245
10,bread,16,cashew,0.3255022708838582,0.6744977291161418
12,cabbage,18,celery stick,0.325300687710368,0.674699312289632
9,blueberry,91,spring onion,0.3251854536422556,0.6748145463577444
41,grape,50,lamb,0.3249922643278369,0.6750077356721631
22,chocolate,81,salad,0.32478542043279446,0.6752145795672055
53,mango,88,snow peas,0.3247369792329834,0.6752630207670166
40,ginger,81,salad,0.32458806362978276,0.6754119363702172
12,cabbage,56,milkshake,0.32452156823424305,0.675478431765757
1,apple,93,strawberry,0.32435179073216913,0.6756482092678309
26,crab,63,oyster mushroom,0.3238112048697924,0.6761887951302076
4,avocado,40,ginger,0.323667173627329,0.676332826372671
9,blueberry,93,strawberry,0.3232620301393141,0.6767379698606859
7,bean sprouts,12,cabbage,0.32072164225058564,0.6792783577494144
36,french beans,63,oyster mushroom,0.3206682714053408,0.6793317285946592
20,cherry,38,fried meat,0.32050167518237194,0.6794983248176281
20,cherry,85,shellfish,0.3200935890668908,0.6799064109331092
0,almond,51,lemon,0.32008979565746143,0.6799102043425386
37,french fries,46,juice,0.31937751742416576,0.6806224825758342
73,pork,95,tofu,0.31899873174820126,0.6810012682517987
8,biscuit,14,candy,0.31878114524307866,0.6812188547569213
9,blueberry,36,french beans,0.31844183170192686,0.6815581682980731
2,apricot,38,fried meat,0.31753687286588383,0.6824631271341162
65,peach,82,sauce,0.31698701943624874,0.6830129805637513
4,avocado,11,broccoli,0.31650759253488403,0.683492407465116
21,chicken duck,43,hamburg,0.3157093595748759,0.6842906404251241
75,pudding,96,tomato,0.31563377151995287,0.6843662284800471
16,cashew,85,shellfish,0.31539512090260224,0.6846048790973978
18,celery stick,42,green beans,0.3152890992813371,0.6847109007186629
37,french fries,62,other ingredients,0.3141921571611688,0.6858078428388312
30,egg,100,white radish,0.31271112806732293,0.6872888719326771
63,oyster mushroom,96,tomato,0.3125252054287373,0.6874747945712627
24,coffee,42,green beans,0.31228664175683973,0.6877133582431603
75,pudding,95,tofu,0.31166043422322043,0.6883395657767796
46,juice,69,pie,0.311558694186455,0.688441305813545
36,french beans,83,sausage,0.3114623709913342,0.6885376290086658
48,king oyster mushroom,67,pear,0.3101372469920678,0.6898627530079322
55,milk,87,shrimp,0.30926826939927343,0.6907317306007266
52,lettuce,92,steak,0.3089926757752115,0.6910073242247885
34,fig,60,onion,0.30892241065772175,0.6910775893422783
3,asparagus,76,pumpkin,0.30853675645175827,0.6914632435482417
31,egg tart,76,pumpkin,0.30632566792233873,0.6936743320776613
48,king oyster mushroom,52,lettuce,0.30632107620328686,0.6936789237967131
4,avocado,85,shellfish,0.30601841642501126,0.6939815835749887
1,apple,8,biscuit,0.30584433514581466,0.6941556648541853
17,cauliflower,18,celery stick,0.3053312966666363,0.6946687033333637
23,cilantro mint,97,walnut,0.3052137240634525,0.6947862759365475
11,broccoli,85,shellfish,0.30443010837980466,0.6955698916201953
2,apricot,56,milkshake,0.30427780314457564,0.6957221968554244
1,apple,32,eggplant,0.3040214461456845,0.6959785538543155
48,king oyster mushroom,88,snow peas,0.3040160589821985,0.6959839410178015
43,hamburg,89,soup,0.3037156869026023,0.6962843130973977
53,mango,65,peach,0.3032243911554038,0.6967756088445962
67,pear,76,pumpkin,0.30303003651171,0.69696996348829
42,green beans,43,hamburg,0.30282340770729665,0.6971765922927033
93,strawberry,98,watermelon,0.3027642522021392,0.6972357477978608
36,french beans,76,pumpkin,0.30210308555217935,0.6978969144478206
77,rape,97,walnut,0.30194865382710256,0.6980513461728974
48,king oyster mushroom,90,soy,0.3018070748875996,0.6981929251124004
38,fried meat,78,raspberry,0.30132268226308057,0.6986773177369194
18,celery stick,35,fish,0.3010711006463187,0.6989288993536813
24,coffee,79,red beans,0.29987080446182435,0.7001291955381757
7,bean sprouts,60,onion,0.29939220260791843,0.7006077973920816
28,date,29,dried cranberries,0.2993659851433237,0.7006340148566763
4,avocado,86,shiitake,0.2991884312850157,0.7008115687149843
13,cake,97,walnut,0.2982056573339007,0.7017943426660993
62,other ingredients,85,shellfish,0.29799199234757745,0.7020080076524225
30,egg,89,soup,0.29688062275025895,0.703119377249741
20,cherry,92,steak,0.2967535617698469,0.7032464382301531
70,pineapple,98,watermelon,0.2958631429690789,0.7041368570309211
20,cherry,65,peach,0.2956939397171101,0.7043060602828899
39,garlic,99,white button mushroom,0.2955630196269081,0.7044369803730919
93,strawberry,96,tomato,0.29545156105458514,0.7045484389454149
15,carrot,74,potato,0.29535886253315646,0.7046411374668435
7,bean sprouts,58,okra,0.2951009770369615,0.7048990229630385
77,rape,90,soy,0.2946494504160264,0.7053505495839736
35,fish,46,juice,0.294600866194241,0.705399133805759
12,cabbage,49,kiwi,0.29445601121248544,0.7055439887875146
34,fig,97,walnut,0.29355737559330075,0.7064426244066992
58,okra,81,salad,0.29322307529598735,0.7067769247040127
93,strawberry,100,white radish,0.2924685973440273,0.7075314026559727
76,pumpkin,92,steak,0.29155920727922646,0.7084407927207735
79,red beans,100,white radish,0.2914468728764599,0.7085531271235401
50,lamb,92,steak,0.29066894857730463,0.7093310514226954
15,carrot,57,noodles,0.2906601341584445,0.7093398658415555
44,hanamaki baozi,50,lamb,0.2899880958518559,0.7100119041481441
20,cherry,34,fig,0.2899000781893588,0.7100999218106412
7,bean sprouts,44,hanamaki baozi,0.28920629376686535,0.7107937062331346
13,cake,93,strawberry,0.2891883321858134,0.7108116678141866
44,hanamaki baozi,69,pie,0.2891871328436373,0.7108128671563627
9,blueberry,83,sausage,0.2889655322789062,0.7110344677210938
54,melon,62,other ingredients,0.28883996150398916,0.7111600384960108
24,coffee,58,okra,0.2888015071684632,0.7111984928315368
15,carrot,87,shrimp,0.2886326010271456,0.7113673989728544
77,rape,93,strawberry,0.2885004568720766,0.7114995431279234
4,avocado,6,banana,0.2881018315580297,0.7118981684419703
92,steak,101,wine,0.28801089101775634,0.7119891089822437
54,melon,63,oyster mushroom,0.28708393691279,0.71291606308721
11,broccoli,101,wine,0.2869271604339688,0.7130728395660312
79,red beans,81,salad,0.2859980748356896,0.7140019251643104
22,chocolate,43,hamburg,0.28590916640995645,0.7140908335900435
23,cilantro mint,83,sausage,0.28557188462157235,0.7144281153784277
21,chicken duck,99,white button mushroom,0.28548490866479237,0.7145150913352076
69,pie,98,watermelon,0.28425207297853894,0.7157479270214611
1,apple,79,red beans,0.28390376917853577,0.7160962308214642
4,avocado,50,lamb,0.283820649188253,0.716179350811747
37,french fries,80,rice,0.28305147373253137,0.7169485262674686
18,celery stick,80,rice,0.2827753062542312,0.7172246937457688
22,chocolate,49,kiwi,0.28242431861383976,0.7175756813861602
83,sausage,88,snow peas,0.2817597911092238,0.7182402088907762
61,orange,82,sauce,0.28156980119732333,0.7184301988026767
46,juice,88,snow peas,0.28056193775999616,0.7194380622400038
15,carrot,70,pineapple,0.2795242814263683,0.7204757185736317
12,cabbage,17,cauliflower,0.2782933371718759,0.7217066628281241
12,cabbage,27,cucumber,0.27820957602887186,0.7217904239711281
23,cilantro mint,50,lamb,0.27817167621708716,0.7218283237829128
85,shellfish,91,spring onion,0.2778592605976745,0.7221407394023255
75,pudding,94,tea,0.2778054752905543,0.7221945247094457
40,ginger,100,white radish,0.2763648085758599,0.7236351914241401
60,onion,70,pineapple,0.2758067632096344,0.7241932367903656
26,crab,94,tea,0.27568180564662026,0.7243181943533797
59,olives,85,shellfish,0.2753982257980967,0.7246017742019033
30,egg,53,mango,0.2753634776478031,0.7246365223521969
46,juice,63,oyster mushroom,0.2746091724698714,0.7253908275301286
76,pumpkin,88,snow peas,0.27457284250905944,0.7254271574909406
20,cherry,50,lamb,0.27427648467457655,0.7257235153254235
68,pepper,88,snow peas,0.27389591396341384,0.7261040860365862
10,bread,98,watermelon,0.2736048906253592,0.7263951093746408
37,french fries,65,peach,0.2713821145052966,0.7286178854947034
32,eggplant,73,pork,0.2713179133113457,0.7286820866886543
14,candy,45,ice cream,0.2707880587094431,0.7292119412905569
67,pear,99,white button mushroom,0.27006838205279293,0.7299316179472071
